Label,DC12vDC10,DC12vDC20,DC13vDC10,DC13vDC30,DC14vDC10,DC14vDC40,DC15vDC10,DC15vDC50,DC16vDC10,DC16vDC60,DC17vDC10,DC17vDC70,DC18vDC10,DC18vDC80,DC23vDC20,DC23vDC30,DC24vDC20,DC24vDC40,DC25vDC20,DC25vDC50,DC26vDC20,DC26vDC60,DC27vDC20,DC27vDC70,DC28vDC20,DC28vDC80,DC34vDC30,DC34vDC40,DC35vDC30,DC35vDC50,DC36vDC30,DC36vDC60,DC37vDC30,DC37vDC70,DC38vDC30,DC38vDC80,DC45vDC40,DC45vDC50,DC46vDC40,DC46vDC60,DC47vDC40,DC47vDC70,DC48vDC40,DC48vDC80,DC56vDC50,DC56vDC60,DC57vDC50,DC57vDC70,DC58vDC50,DC58vDC80,DC67vDC60,DC67vDC70,DC68vDC60,DC68vDC80,DC78vDC70,DC78vDC80
PTHR11649,-0.257335553358264,-0.123634970396221,-0.377349280362668,-0.265403992430629,-0.42157938493745,-0.292135308044047,-0.243816578347092,0.0124686216313229,-0.418459380435624,-0.296413312280988,-0.0254113708843632,-0.0099425923490116,-0.315217139967438,-1.2421546702919,0.278643858955456,-0.521000578338143,0.14106576644607,0.148555314975237,-0.442336091473499,0.0172063142317022,0.375535386501749,0.0315159827114423,-0.211591085140862,-0.137101564832057,0.0100090905424093,-0.748282357625932,0.159309999596286,-0.105050572251029,-0.667479981654016,0.390184642027923,-0.0682922972394608,-3.28512537515771,0.0926273702824402,-1.23102837642722,0.108165157457949,-0.787360909096133,-1.82063611848183,0.159787091410706,-0.0599378648877132,0.0158910542995778,0.0696129810071753,-0.419744359729685,0.112100181653228,-0.462635726254744,0.34496431407709,-2.67985388838162,0.104377763767765,0.0151382632457632,-0.00655454650608322,-0.810818296340747,0.111885506120441,-0.435053189037643,-0.295816494976318,-0.367597744316445,0.102745728871887,-0.310643252494583
PTHR32118,-0.0493749637010779,-0.311246032280544,0.70667004786379,0.380893524280075,-0.180739937468218,-0.0749674696003685,0.0836235551488036,1.1680640578792,0.587636372798127,0.374522224604482,0.275679341598161,-0.390587416582456,-0.692156062171009,-0.196696543363595,-0.505422372063207,-1.24007807150009,-0.128812269277494,-0.0959910859381868,-0.794474200873268,0.89298282833842,0.839246442023716,-0.335542520628249,-0.11684896794783,0.816588757278567,-0.239048783362501,0.115722501649287,-0.568634938503288,-0.764790031219915,-1.5717594087729,0.125712473378202,-0.992021065006661,-14.0362840067359,-0.456257013800738,2.19186268584369,-0.296629521856829,0.300711082939828,-1.00207077375951,0.81750324200171,-0.954872144357194,-0.0696573154353113,-0.872040808840235,0.837292425214302,-1.69512360502456,-0.235013044248376,-0.507765193975394,2.96376420063623,-0.265032170132633,0.404787362510612,1.19501370118749,0.0382090084655879,0.476094978297221,-1.83836595919758,0.431727295092597,0.497880117401957,-0.979850682306933,-0.142390444489017
PTHR19359,0.135354049363876,-1.23083713486635,0.342053805335035,0.050968405089089,0.548187416864661,-9.5305908055459,-0.225977311352707,0.295832375069498,0.657443249377873,0.520204564550828,0.149059834885982,-0.129846990164886,0.515751615185478,-0.0677702336430591,-2.06801033582697,-0.069526857605015,-1.68497691411634,0.155703219336372,-0.383134906604152,-0.430542145071663,-1.49824639879153,1.4773482252237,-1.80825084672932,0.25120254219115,-2.12395887778512,-0.38981709083227,2.0821430427446,0.491854831124644,0.396345832607328,-0.22493801758252,1.36402945339461,-12.450461814517,0.192402934837165,-12.0676393714554,0.144607251616017,-0.60797396122614,-9.52219169143723,-0.227550280068258,-0.504589242961808,0.544376733629089,-1.18734735273757,0.857644789944001,-1.48250429638461,-1.15269723538282,-0.426233827720894,-12.4521791475388,-0.233415154977137,0.681249223815441,-0.451291003502762,-1.09841371492307,-0.451390957880687,0.161300937165986,-0.585942448941743,0.00790114548928177,0.783224423645483,0.388632921403709
PTHR31089,-0.026571470752626,-0.251422185993276,0.329636211273662,-0.411897602746521,-0.328886990933347,-1.41340414543126,-0.124485623787268,0.131600359231607,0.152195078698612,-0.607989674819428,0.129899783194625,2.11105687780558,-0.230059479380566,-1.23896035931041,-0.240911458584243,-0.937811615934874,-0.333407770114534,-0.472972178362666,-0.00711100088971073,-1.39290246530054,-0.922363178303353,-0.64484855728613,-0.0365687754002105,0.963419978234024,-0.251759955057859,-0.688390188225416,-0.745507122905476,-0.021094824959881,-1.02080182487222,-0.373480007983785,-0.700341377389165,-9.42101402585835,-1.13701770861716,-10.5971433719392,-1.50958355469712,-0.464266613356838,-12.3194171616066,-0.288095620195118,-0.908704301190943,-0.53438601893272,0.0368663912317214,1.74726779135031,-0.426812054123367,0.230064134521797,-0.511509773831699,-9.42272916139483,-0.131042362998155,2.05147645078309,-0.529035810361604,-0.24456842176906,0.179150685964477,1.21987788607193,-0.180812751181597,0.0542494159246666,0.0935861401553753,-0.454233564999023
PTHR31085,0.272701705840883,0.145083110626135,0.0188237630969548,-0.320551031219624,0.412913962939527,1.55608745437213,-0.195885215244397,0.141959864312596,0.0747725474304088,0.0329059900854768,0.00213431706614717,0.244082465000141,0.962494102083867,-0.100561243635695,0.422662597608962,0.161793719932403,-0.198001405794649,1.9110179224987,-0.198180235896127,0.113130465126439,-0.640136076994938,0.239704575154826,0.0856023505890762,0.296036288125383,0.346799259277085,-0.0836992872096433,-0.396571586642098,0.836427362139341,0.425389414130974,-0.339879396565817,0.0463530514337289,-1.30154202225445,-0.0587669965362481,-1.30924533240083,-0.323915465570157,0.165835943000946,-6.76877095123315,-0.142292436924058,0.596606340204623,0.237861075852213,1.34486028305898,-0.507415018824765,0.276473735396696,-0.295043629670418,-0.506230548099461,-1.69592417436884,0.0464239674423366,-0.962828875839557,-0.145494256109826,0.397582150916488,0.0499175130667655,0.302036638951897,-0.0732748218739144,0.106944737476755,0.477367014281105,0.163317830070441
PTHR19957,0.42272284428306,0.067754156825789,0.151654045501563,0.139594932007005,0.402000414403602,-0.119038036162971,0.110604981361989,-0.231274176970507,0.284115951007092,0.104842691557009,0.0829611191920839,0.232438659085573,0.307575472933325,0.535179224736127,0.112500148909059,0.223821142605104,0.0461078799784505,0.20792663867789,-0.0550036406146141,-0.0865560664919785,-0.0383944411472882,0.466794948925664,-0.211644242253842,-0.606870496871618,0.00472057439970027,0.40174211759367,-0.251131203630979,-0.0405251824979783,-0.290331165341195,-0.378624223623747,-0.0823104055903627,-2.31570873588784,0.137669322934304,1.412747137378,-0.0847924414486819,0.206304001615249,0.323401038083587,-0.244305865371485,0.208102553226736,0.147220167357171,-0.00458042080264671,-0.378114635299683,-0.230411147522209,0.313036352091059,-0.38579661342141,1.1472453177813,-0.0948042946931147,0.152179722170299,-0.342796707476265,-0.687411227169758,0.302886066337621,0.322177230663774,0.292281813554237,-0.0674266501479706,0.154164093024865,-0.225067543509583
PTHR12561,-0.152854441426776,-0.417965885151553,-0.60222129474081,0.109094447233184,-0.14142991568263,0.234702546144643,0.243727330677207,-0.759371233200808,-0.378435020397444,-0.0983491246971377,0.162872608924021,-1.25112870304757,0.102189121356616,-1.80825536580146,0.578964461856388,-0.635490832596663,0.516611160945321,-0.992936224417743,0.677870898519657,-0.727895659205753,0.133317448261629,-0.19783313116046,0.0929899418086401,0.168296058286011,-0.172940809386481,-1.21163221634582,-0.210577584613735,0.248957228119397,-1.27298331299238,-1.19198312229719,0.00252173555395389,-10.5058736497077,-0.0460026788923292,-7.31475820392533,0.0687748519228123,-0.380269148900184,-10.0867277375365,-0.870635063839319,0.0429588195601341,-0.283049315579008,-0.47432388624612,-0.232149062191211,-0.0511072167463021,-0.465712220283739,-1.55408173041482,-10.5075901088606,0.459935315570361,-0.618371973592259,0.46033807471843,-0.625394417043004,0.329186301314589,0.373974632752569,-0.189584636102386,-0.617737825475532,-0.0556636517321831,-0.0941320898675795
PTHR12560,0.19236998671568,-0.486535487122759,0.0247582581773545,-0.273682630681219,-0.00544027938724047,-1.28449750809121,-0.262779251350882,-0.209447384225604,-0.149307910927487,-0.0729282241484892,-0.282833229153987,0.0710565145660883,0.485563959943341,-0.711132491374146,-0.408218008789142,0.197325825670733,-0.445192913508056,-0.584103376238118,-0.815690704467447,-0.277650520585366,-0.46199713794919,0.120828072169166,-0.630023779368873,-1.11018935292459,-0.304453492157328,-0.415346693664869,0.0726062839609348,-0.0597921622411335,0.125003199293915,0.409542000443938,0.469034617967086,-12.8960624300229,0.155332251833727,-0.14699368601419,-0.252054605050433,-0.73083455052379,-1.74599583249645,0.265930307338005,-0.00479116160830668,-0.00333583363486125,-0.0353300541756632,-0.666357120081512,-0.81318309573658,-0.431378819894625,0.54120278235109,-0.872958762575274,0.0349070397466123,-1.45741953541245,-0.251277033236963,-0.445832167212601,0.342323604167,0.481316058215036,0.393178380737556,-0.0133043231468082,0.49245840199723,-0.0723707358649223
PTHR22780,0.3944403040207,0.177539026110316,0.151491548461438,-0.13498420023289,0.385470706564672,1.77487281589428,-0.0668517123159076,-0.0779331618479309,0.283569386228344,0.137896587766401,0.0552917045139892,0.58222029619569,0.475997578458632,-0.384619159680101,0.137421423207722,0.379339885429591,-0.118094301945708,0.665385148974428,0.102260415903681,-0.392752158880626,0.117240796770321,0.162292991122984,0.0200635126162626,-0.0885139167956959,-0.0813650614255869,-0.0146989916536314,-0.393344919415381,-0.348897819571682,0.877439089859984,-0.481668057490806,0.148590200998515,-12.9212219892876,0.0972231179081803,0.535121783414795,-0.278878066547121,0.494219982811047,2.95069080932652,-0.253398190292105,0.13918829777935,0.0228543415028683,0.687753108185008,0.0151204913546739,0.103285180641571,-0.0981748469057855,-0.544994433672321,-1.8977721548025,-0.176897728265641,0.565485083120022,-0.736976810852035,0.781835320391447,-0.0188427134031907,0.614207185544265,0.290110029304735,0.28172863176471,0.635606287090022,0.479479474985378
PTHR11751,-0.185885109890378,0.0421681235002738,-0.128342263120552,-0.162385862603375,-0.165728324209029,2.05385873215245,-0.0438714171084025,-0.071482639927568,-0.0764166234436168,-0.0896889575670437,-0.0759280087526179,0.253331439538494,0.0809902181370638,-1.34842421747931,0.0438593732570575,-0.480673044466966,0.0856472072518138,1.08781043796251,-0.0967865079400148,-0.0307762380759014,0.228086747938937,-0.256925834159806,-0.0639987587000408,0.475900226917941,-0.0563632053530202,-0.564294308010718,0.292958428699856,0.18243144613935,-0.359028962007682,-0.0300456248133616,-0.143656321882622,-2.72630769678667,-0.0316279080200894,1.42903320290486,0.550302622130282,-0.873465678480513,6.08294895413582,0.0261761832708492,0.632391272645583,-0.103973124690437,0.0762589017257452,0.20714097280422,0.165910384959716,-0.459779122719091,0.0672132895582633,1.46706000532563,0.0370516806747311,1.11490752453568,0.190508492948993,0.00278609628886731,0.0425170394929595,0.444586988228419,0.203291859032957,-0.402648056255489,0.305707226963483,-0.410353871850667
