Label,GeneFamilyCounts/DC10_R1T6_1,GeneFamilyCounts/DC10_R2T6_1,GeneFamilyCounts/DC10_R3T6_1,GeneFamilyCounts/DC12_R1T6_1,GeneFamilyCounts/DC12_R1T6_2,GeneFamilyCounts/DC12_R2T6_1,GeneFamilyCounts/DC12_R2T6_2,GeneFamilyCounts/DC12_R3T6_1,GeneFamilyCounts/DC12_R3T6_2,GeneFamilyCounts/DC13_R1T6_1,GeneFamilyCounts/DC13_R1T6_3,GeneFamilyCounts/DC13_R2T6_1,GeneFamilyCounts/DC13_R2T6_3,GeneFamilyCounts/DC13_R3T6_1,GeneFamilyCounts/DC13_R3T6_3,GeneFamilyCounts/DC14_R1T6_1,GeneFamilyCounts/DC14_R1T6_4,GeneFamilyCounts/DC14_R2T6_1,GeneFamilyCounts/DC14_R2T6_4,GeneFamilyCounts/DC14_R3T6_1,GeneFamilyCounts/DC14_R3T6_4,GeneFamilyCounts/DC15_R1T6_1,GeneFamilyCounts/DC15_R1T6_5,GeneFamilyCounts/DC15_R2T6_1,GeneFamilyCounts/DC15_R2T6_5,GeneFamilyCounts/DC15_R3T6_1,GeneFamilyCounts/DC15_R3T6_5,GeneFamilyCounts/DC16_R1T6_1,GeneFamilyCounts/DC16_R1T6_6,GeneFamilyCounts/DC16_R2T6_1,GeneFamilyCounts/DC16_R2T6_6,GeneFamilyCounts/DC16_R3T6_1,GeneFamilyCounts/DC16_R3T6_6,GeneFamilyCounts/DC17_R1T6_1,GeneFamilyCounts/DC17_R1T6_7,GeneFamilyCounts/DC17_R2T6_1,GeneFamilyCounts/DC17_R2T6_7,GeneFamilyCounts/DC17_R3T6_1,GeneFamilyCounts/DC17_R3T6_7,GeneFamilyCounts/DC18_R1T6_1,GeneFamilyCounts/DC18_R1T6_8,GeneFamilyCounts/DC18_R2T6_1,GeneFamilyCounts/DC18_R2T6_8,GeneFamilyCounts/DC18_R3T6_1,GeneFamilyCounts/DC18_R3T6_8,GeneFamilyCounts/DC20_R1T6_2,GeneFamilyCounts/DC20_R2T6_2,GeneFamilyCounts/DC20_R3T6_2,GeneFamilyCounts/DC23_R1T6_2,GeneFamilyCounts/DC23_R1T6_3,GeneFamilyCounts/DC23_R2T6_2,GeneFamilyCounts/DC23_R2T6_3,GeneFamilyCounts/DC23_R3T6_2,GeneFamilyCounts/DC23_R3T6_3,GeneFamilyCounts/DC24_R1T6_2,GeneFamilyCounts/DC24_R1T6_4,GeneFamilyCounts/DC24_R2T6_2,GeneFamilyCounts/DC24_R2T6_4,GeneFamilyCounts/DC24_R3T6_2,GeneFamilyCounts/DC24_R3T6_4,GeneFamilyCounts/DC25_R1T6_2,GeneFamilyCounts/DC25_R1T6_5,GeneFamilyCounts/DC25_R2T6_2,GeneFamilyCounts/DC25_R2T6_5,GeneFamilyCounts/DC25_R3T6_2,GeneFamilyCounts/DC25_R3T6_5,GeneFamilyCounts/DC26_R1T6_2,GeneFamilyCounts/DC26_R1T6_6,GeneFamilyCounts/DC26_R2T6_2,GeneFamilyCounts/DC26_R2T6_6,GeneFamilyCounts/DC27_R1T6_2,GeneFamilyCounts/DC27_R1T6_7,GeneFamilyCounts/DC27_R2T6_2,GeneFamilyCounts/DC27_R2T6_7,GeneFamilyCounts/DC27_R3T6_2,GeneFamilyCounts/DC27_R3T6_7,GeneFamilyCounts/DC28_R1T6_2,GeneFamilyCounts/DC28_R1T6_8,GeneFamilyCounts/DC28_R2T6_2,GeneFamilyCounts/DC28_R2T6_8,GeneFamilyCounts/DC30_R1T6_3,GeneFamilyCounts/DC30_R2T6_3,GeneFamilyCounts/DC30_R3T6_3,GeneFamilyCounts/DC34_R1T6_3,GeneFamilyCounts/DC34_R1T6_4,GeneFamilyCounts/DC34_R2T6_3,GeneFamilyCounts/DC34_R2T6_4,GeneFamilyCounts/DC34_R3T6_3,GeneFamilyCounts/DC34_R3T6_4,GeneFamilyCounts/DC35_R1T6_3,GeneFamilyCounts/DC35_R1T6_5,GeneFamilyCounts/DC35_R2T6_3,GeneFamilyCounts/DC35_R2T6_5,GeneFamilyCounts/DC35_R3T6_3,GeneFamilyCounts/DC35_R3T6_5,GeneFamilyCounts/DC36_R1T6_3,GeneFamilyCounts/DC36_R1T6_6,GeneFamilyCounts/DC36_R2T6_3,GeneFamilyCounts/DC36_R2T6_6,GeneFamilyCounts/DC36_R3T6_3,GeneFamilyCounts/DC36_R3T6_6,GeneFamilyCounts/DC37_R1T6_3,GeneFamilyCounts/DC37_R1T6_7,GeneFamilyCounts/DC37_R2T6_3,GeneFamilyCounts/DC37_R2T6_7,GeneFamilyCounts/DC37_R3T6_3,GeneFamilyCounts/DC37_R3T6_7,GeneFamilyCounts/DC38_R1T6_3,GeneFamilyCounts/DC38_R1T6_8,GeneFamilyCounts/DC38_R2T6_3,GeneFamilyCounts/DC38_R2T6_8,GeneFamilyCounts/DC38_R3T6_3,GeneFamilyCounts/DC38_R3T6_8,GeneFamilyCounts/DC40_R1T6_4,GeneFamilyCounts/DC40_R2T6_4,GeneFamilyCounts/DC40_R3T6_4,GeneFamilyCounts/DC45_R1T6_4,GeneFamilyCounts/DC45_R1T6_5,GeneFamilyCounts/DC45_R2T6_4,GeneFamilyCounts/DC45_R2T6_5,GeneFamilyCounts/DC45_R3T6_4,GeneFamilyCounts/DC45_R3T6_5,GeneFamilyCounts/DC46_R1T6_4,GeneFamilyCounts/DC46_R1T6_6,GeneFamilyCounts/DC46_R2T6_4,GeneFamilyCounts/DC46_R2T6_6,GeneFamilyCounts/DC46_R3T6_4,GeneFamilyCounts/DC46_R3T6_6,GeneFamilyCounts/DC47_R1T6_4,GeneFamilyCounts/DC47_R1T6_7,GeneFamilyCounts/DC47_R2T6_4,GeneFamilyCounts/DC47_R2T6_7,GeneFamilyCounts/DC47_R3T6_4,GeneFamilyCounts/DC47_R3T6_7,GeneFamilyCounts/DC48_R1T6_4,GeneFamilyCounts/DC48_R1T6_8,GeneFamilyCounts/DC48_R2T6_4,GeneFamilyCounts/DC48_R2T6_8,GeneFamilyCounts/DC48_R3T6_4,GeneFamilyCounts/DC48_R3T6_8,GeneFamilyCounts/DC50_R1TWB_5,GeneFamilyCounts/DC50_R2TWB_5,GeneFamilyCounts/DC50_R3TWB_5,GeneFamilyCounts/DC56_R1T6_5,GeneFamilyCounts/DC56_R1T6_6,GeneFamilyCounts/DC56_R2T6_5,GeneFamilyCounts/DC56_R2T6_6,GeneFamilyCounts/DC56_R3T6_5,GeneFamilyCounts/DC56_R3T6_6,GeneFamilyCounts/DC57_R1TWB_5,GeneFamilyCounts/DC57_R1TWB_7,GeneFamilyCounts/DC57_R2TWB_5,GeneFamilyCounts/DC57_R2TWB_7,GeneFamilyCounts/DC57_R3TWB_5,GeneFamilyCounts/DC57_R3TWB_7,GeneFamilyCounts/DC58_R1T6_5,GeneFamilyCounts/DC58_R1T6_8,GeneFamilyCounts/DC58_R2T6_5,GeneFamilyCounts/DC58_R2T6_8,GeneFamilyCounts/DC58_R3T6_5,GeneFamilyCounts/DC58_R3T6_8,GeneFamilyCounts/DC60_R1T6_6,GeneFamilyCounts/DC60_R2T6_6,GeneFamilyCounts/DC60_R3T6_6,GeneFamilyCounts/DC67_R1T6_6,GeneFamilyCounts/DC67_R1T6_7,GeneFamilyCounts/DC67_R2T6_6,GeneFamilyCounts/DC67_R2T6_7,GeneFamilyCounts/DC67_R3T6_6,GeneFamilyCounts/DC67_R3T6_7,GeneFamilyCounts/DC68_R1T6_6,GeneFamilyCounts/DC68_R1T6_8,GeneFamilyCounts/DC68_R2T6_6,GeneFamilyCounts/DC68_R2T6_8,GeneFamilyCounts/DC68_R3T6_6,GeneFamilyCounts/DC68_R3T6_8,GeneFamilyCounts/DC70_R1TWB_7,GeneFamilyCounts/DC70_R2T6_7,GeneFamilyCounts/DC70_R3TWB_7,GeneFamilyCounts/DC78_R1T6_7,GeneFamilyCounts/DC78_R1T6_8,GeneFamilyCounts/DC78_R2T6_7,GeneFamilyCounts/DC78_R2T6_8,GeneFamilyCounts/DC78_R3T6_7,GeneFamilyCounts/DC78_R3T6_8,GeneFamilyCounts/DN82_R3TX_8,GeneFamilyCounts/DN86_R1TX_8
PTHR20426,167.67,208.83,229.12,98.4,69.82,86.52,76.21,143.85,31.36,61.46,6.0,49.99,4.22,51.07,7.96,81.38,3.45,88.63,0.78,518.56,0.21,46.23,2.26,53.87,5.03,87.72,1.2,64.52,14.68,86.59,14.98,60.5,13.7,142.41,1.86,61.01,6.72,64.64,7.56,282.38,2.11,654.33,1.13,162.43,1.79,65.66,30.2,0.74,45.2,4.0,46.54,5.48,42.24,2.07,59.99,0.0,80.12,0.0,42.31,1.24,19.52,7.24,9.93,5.51,16.24,7.47,41.93,13.95,17.04,27.72,69.23,10.9,90.39,4.55,0.0,17.94,69.18,32.28,57.41,10.29,16.3,11.08,8.6,6.6,8.58,8.77,1.07,8.52,0.0,0.0,7.42,0.32,6.03,1.22,5.99,4.46,0.0,3.58,0.0,3.28,3.09,9.42,0.0,10.1,0.0,8.94,0.0,10.28,20.66,6.36,20.04,5.3,1.53,19.05,11.0,5.33,0.0,4.72,0.0,8.14,0.0,4.6,22.74,10.33,14.57,10.94,5.91,13.05,7.59,22.31,7.17,21.5,10.44,31.64,2.67,40.42,0.0,37.67,0.0,39.1,5.18,6.34,6.29,8.12,0.0,8.78,0.63,7.8,0.0,6.5,4.68,6.39,4.49,5.84,0.86,3.39,5.85,7.0,3.45,4.85,1.82,15.88,19.85,19.84,15.94,17.4,16.36,22.58,17.66,28.81,14.51,25.66,12.18,24.45,14.95,24.44,17.03,21.95,18.02,19.02,18.62,17.86,11.76,19.16,9.97,29.24,27.72
PTHR15606,43.43,41.56,36.53,28.95,22.78,30.59,16.11,39.4,9.45,38.34,19.11,52.25,11.55,40.67,25.15,37.37,6.43,36.81,0.62,14.27,0.0,37.41,6.96,38.43,9.67,26.39,9.06,38.61,30.7,40.96,20.65,37.35,27.8,29.96,16.01,41.39,29.09,40.67,34.5,14.77,1.36,12.25,0.19,15.0,1.48,31.6,15.46,1.75,24.73,15.91,26.21,14.85,22.61,12.94,19.62,0.0,15.66,0.15,28.38,6.94,7.81,7.99,7.36,9.74,10.37,8.32,14.3,22.83,12.44,30.76,12.38,25.9,19.84,11.11,0.0,63.49,25.52,14.07,14.87,30.12,30.46,32.96,25.08,21.86,17.49,26.22,0.0,20.42,0.0,6.1,14.15,2.59,13.01,2.02,11.71,9.74,0.0,16.16,0.0,7.73,0.0,26.72,0.0,27.13,0.0,25.23,1.3,24.34,4.98,29.46,11.92,15.81,1.95,42.99,49.67,42.83,0.0,18.2,0.0,10.7,0.0,14.73,58.64,15.44,41.53,22.45,26.0,20.59,12.82,74.58,15.07,96.98,27.52,122.44,7.9,14.86,0.0,18.86,0.0,14.5,12.83,14.56,13.83,14.7,0.0,14.74,0.0,14.78,0.0,12.49,10.94,10.45,22.04,13.21,8.31,11.24,6.16,10.65,4.74,7.55,6.3,30.38,27.02,34.41,40.19,59.49,45.15,62.9,44.96,87.7,31.01,22.03,32.83,17.66,28.28,27.18,64.84,61.92,74.51,58.01,18.3,60.76,12.22,67.52,11.27,19.02,24.14
PTHR30566,59.3,62.18,70.18,86.16,110.27,78.68,83.69,89.33,43.07,98.45,12.5,99.0,5.71,101.12,13.05,123.34,0.36,116.96,2.84,162.54,0.22,50.2,25.96,42.15,36.69,32.72,25.15,100.29,54.09,97.81,41.2,98.33,77.09,132.84,11.04,59.39,28.24,65.19,16.63,214.31,0.51,159.78,0.0,208.81,0.43,199.06,133.55,4.62,128.09,8.65,156.9,12.91,91.52,5.1,123.99,0.19,120.07,0.92,110.19,1.21,43.64,31.96,42.5,34.97,55.11,32.29,109.1,61.94,61.06,81.29,112.04,34.97,145.81,12.16,0.0,42.79,121.03,18.36,138.93,16.97,26.47,20.93,20.24,19.07,5.59,15.92,0.0,17.78,1.81,2.64,33.1,1.23,38.41,1.81,32.46,7.94,0.0,16.89,0.0,7.48,0.0,15.96,0.0,14.08,0.0,17.31,0.0,25.86,7.46,17.76,10.21,10.9,0.89,20.11,10.1,9.47,0.18,43.5,0.4,40.21,0.0,40.85,19.37,51.46,9.48,56.36,19.99,89.78,6.51,100.59,7.93,103.79,8.57,174.29,2.89,23.37,0.21,23.8,0.0,22.07,61.64,65.61,69.53,48.8,1.22,52.67,1.6,55.09,0.89,82.86,14.89,59.88,43.36,58.83,10.94,36.7,4.64,42.32,5.13,45.02,4.19,102.18,80.02,79.87,80.31,57.34,98.09,101.79,84.47,80.59,88.97,22.77,84.52,16.53,93.52,15.67,35.04,59.86,31.01,50.31,13.18,105.34,6.07,87.44,10.38,21.34,17.42
PTHR23213,56.63,63.09,59.72,57.67,24.26,70.68,23.93,65.28,6.65,60.09,79.08,76.19,48.96,63.86,101.93,42.43,8.61,42.83,2.8,32.96,0.0,37.17,6.09,40.96,5.59,51.47,5.02,53.78,50.45,69.78,46.68,41.3,30.42,49.7,22.7,46.71,40.42,47.43,36.41,25.87,0.15,14.93,0.0,31.57,0.59,34.78,25.19,1.35,20.8,48.64,22.09,83.17,25.86,27.49,19.73,0.04,24.55,0.0,39.98,7.38,4.59,4.48,5.65,4.44,8.73,5.3,11.68,24.4,10.07,55.31,16.4,34.65,14.71,10.48,0.0,58.25,19.23,11.65,12.3,10.05,105.89,135.93,127.57,76.39,28.65,106.57,3.57,76.62,0.0,13.37,5.36,5.53,4.87,8.92,6.55,67.59,0.0,63.35,0.0,56.78,0.0,113.29,1.22,120.31,2.06,118.68,2.16,84.19,13.62,112.46,7.61,55.53,3.64,130.62,47.11,21.97,0.0,8.62,0.0,6.62,0.0,7.38,193.09,8.38,77.76,22.41,70.95,41.05,61.71,86.49,27.44,77.34,59.18,82.04,8.91,11.37,0.0,12.42,0.0,12.01,9.22,7.79,9.27,5.39,0.0,6.24,0.0,4.38,0.0,7.98,15.14,8.79,36.39,7.59,14.36,5.5,8.97,5.72,7.02,7.37,0.0,39.69,41.91,51.4,37.23,80.23,34.27,99.36,41.84,86.31,37.23,11.28,30.53,11.54,35.01,12.3,87.16,81.97,83.32,78.6,3.78,96.17,1.51,95.19,9.58,12.57,13.52
PTHR12380,150.45,233.17,218.74,206.89,203.39,291.51,214.16,229.38,106.74,234.38,82.75,269.4,54.48,215.18,119.8,191.39,18.88,182.85,1.92,128.66,0.0,189.75,75.13,212.11,68.19,180.84,75.78,162.71,125.19,283.97,79.23,141.91,287.37,168.6,19.02,134.93,54.7,143.07,49.84,132.96,2.51,95.46,0.51,149.94,6.23,230.5,168.91,16.18,196.82,72.93,194.67,98.81,210.15,49.35,198.9,1.17,230.96,0.22,186.49,15.78,77.54,94.33,66.04,93.97,86.06,92.19,128.63,237.75,111.24,292.17,203.77,43.51,205.98,20.59,0.0,60.62,213.65,59.18,185.62,58.26,117.81,152.77,147.5,113.37,75.43,116.36,1.2,104.25,0.0,17.07,94.56,8.82,93.91,6.7,98.69,63.57,0.0,84.97,0.0,43.74,0.0,122.88,0.0,144.04,0.0,124.42,0.0,117.15,31.14,133.98,47.65,89.0,9.09,219.6,174.86,114.16,0.0,98.09,0.14,103.25,0.0,106.43,227.07,136.04,170.82,311.88,93.68,384.94,74.03,90.18,57.45,100.32,116.4,94.45,23.05,59.41,0.0,74.65,0.0,60.26,133.7,129.44,130.09,84.08,0.78,94.2,0.0,90.55,0.0,121.54,26.29,125.23,57.87,135.7,17.23,88.35,17.84,97.93,9.01,109.13,10.98,319.19,382.22,377.79,185.96,131.53,201.95,171.68,208.28,165.63,203.2,64.73,174.87,52.79,235.43,65.64,116.89,95.36,118.16,113.94,44.2,119.38,54.01,137.21,50.54,69.33,65.95
PTHR12459,21.76,19.89,18.76,21.53,8.55,16.84,8.18,25.5,2.19,24.05,14.77,31.13,7.28,29.45,19.1,23.93,0.0,25.49,0.67,18.47,0.0,11.16,11.53,10.58,10.14,6.03,8.12,23.16,13.19,26.7,6.62,25.04,17.15,20.92,3.23,22.8,7.76,22.46,6.51,14.47,0.9,12.27,0.27,18.38,2.11,11.65,8.08,0.81,10.39,11.93,8.48,11.68,14.15,4.17,10.62,0.0,8.87,0.0,16.56,0.35,3.63,10.52,3.44,12.33,5.17,15.61,9.91,11.73,7.18,14.74,6.65,8.35,7.74,2.21,0.0,26.4,10.05,10.33,7.65,20.27,16.98,27.05,25.51,8.36,0.0,17.83,0.0,11.69,0.0,4.2,7.71,0.97,7.04,1.56,7.5,8.13,0.0,8.53,0.0,10.17,0.0,16.54,0.0,23.35,0.0,21.68,0.0,19.83,12.77,27.04,13.19,13.27,0.76,5.65,1.95,1.04,0.0,12.28,0.0,9.81,0.0,9.79,5.72,4.32,2.55,17.48,0.63,15.49,2.99,25.83,0.56,23.73,0.99,29.38,0.57,14.93,0.0,17.66,0.0,15.59,10.22,10.31,12.84,11.22,0.0,12.23,0.0,10.89,0.0,10.66,2.06,10.99,4.68,11.46,1.66,5.28,3.4,6.84,4.11,6.57,5.36,20.27,15.54,15.44,12.92,22.94,14.29,22.85,12.03,18.85,10.16,11.27,9.57,9.54,8.71,9.65,20.25,23.08,19.4,25.88,6.78,31.94,4.4,21.27,5.4,13.25,11.08
PTHR12456,18.16,18.72,18.38,18.28,4.65,13.58,3.25,16.59,3.15,18.45,4.54,19.87,2.54,18.9,5.75,18.86,0.0,14.47,0.0,10.99,0.0,13.02,3.73,14.5,6.01,10.23,5.89,19.44,7.4,14.61,6.14,14.25,9.8,12.46,0.0,17.8,2.31,17.02,0.0,9.33,0.29,9.88,0.0,12.67,0.13,6.67,4.69,0.99,5.62,3.18,7.8,4.3,9.51,2.66,6.65,0.0,3.5,0.0,6.04,0.0,1.67,12.66,3.46,12.55,4.17,13.16,6.67,14.53,3.11,11.66,5.77,0.0,5.34,0.43,0.0,2.96,8.09,9.28,5.42,12.45,8.59,7.0,6.39,4.74,3.15,6.63,0.0,3.93,0.0,0.96,10.59,0.44,6.46,0.0,7.67,3.06,0.0,3.33,0.0,3.14,0.0,8.67,0.0,9.25,0.0,7.36,0.0,8.59,4.23,6.89,7.04,8.64,1.53,7.04,6.41,5.33,0.0,10.05,0.0,24.25,0.0,12.2,6.99,0.0,10.93,6.21,6.17,11.45,0.0,5.14,0.0,3.72,0.0,2.55,0.92,8.85,0.0,10.06,0.0,9.13,13.46,14.98,14.71,7.21,0.0,7.59,0.0,7.26,0.0,17.97,0.0,12.36,1.12,17.25,0.0,24.36,1.54,24.38,1.5,23.21,2.15,15.16,11.49,13.64,23.57,2.92,19.63,0.0,24.15,5.55,20.38,9.32,14.77,7.64,16.64,11.26,5.21,1.62,5.38,3.92,9.42,5.39,12.28,3.12,3.93,10.19,11.44
PTHR11731,64.5,54.26,53.14,67.79,64.17,51.08,69.88,71.73,27.27,79.77,151.16,78.94,91.69,67.99,174.93,44.78,1.66,62.91,1.63,52.51,0.0,48.22,62.87,43.35,63.74,84.13,46.6,72.47,72.42,67.32,53.76,68.78,99.47,57.42,46.75,61.37,115.78,60.69,118.96,44.79,1.07,40.09,0.68,36.08,2.43,68.88,52.2,4.41,77.02,83.59,90.86,144.78,102.18,59.9,65.25,0.0,68.76,0.0,87.84,3.78,30.66,91.35,24.77,88.34,35.65,105.36,93.07,104.17,37.97,107.6,52.88,79.7,47.52,26.97,0.0,303.76,71.2,31.92,51.62,51.23,275.8,229.67,213.33,127.9,13.84,197.59,0.0,135.72,0.0,25.02,85.1,9.64,77.51,8.82,74.02,91.65,0.0,120.14,0.0,99.43,0.0,243.52,0.9,242.06,3.29,224.74,1.93,166.64,22.65,240.03,44.14,110.66,3.32,33.29,25.47,16.41,0.0,106.52,0.0,178.83,0.0,104.16,59.16,11.26,33.66,89.97,30.68,113.76,16.16,349.7,12.75,286.81,18.2,285.77,5.26,31.21,0.0,45.35,0.0,37.92,92.33,101.42,99.28,81.23,0.42,90.5,0.0,87.65,0.17,100.24,26.71,67.37,73.97,73.5,25.87,100.74,8.02,127.99,10.05,110.29,10.38,136.57,111.42,121.13,132.18,264.3,135.15,219.07,135.03,268.72,162.77,32.67,116.0,26.99,178.22,37.25,284.07,317.88,291.13,358.34,26.7,350.44,27.62,310.88,20.26,43.72,42.08
PTHR11730,81.53,90.43,94.15,75.48,814.0,70.85,546.43,102.02,307.41,79.54,137.51,83.86,85.97,69.92,164.69,120.43,8.36,115.2,4.08,71.64,0.0,73.51,50.53,70.44,44.73,42.91,106.42,103.15,83.44,69.75,37.46,113.62,65.05,103.78,94.33,62.04,61.04,83.27,82.34,90.99,2.07,74.74,0.3,88.8,4.69,837.65,558.44,6.47,609.02,73.81,871.39,167.62,821.99,45.21,1103.19,0.0,3384.34,0.13,670.22,7.36,165.85,239.49,138.87,267.35,176.52,408.34,469.48,64.07,306.47,49.75,790.88,72.49,1267.32,9.41,10.83,218.06,960.12,30.21,1064.91,12.66,241.58,187.77,182.33,92.98,88.26,150.38,1.52,100.62,0.65,14.15,58.47,4.74,54.19,8.16,52.64,89.57,0.0,88.31,1.31,89.02,0.0,298.76,0.54,366.69,11.37,255.46,1.07,299.16,18.12,268.4,19.29,202.74,3.14,229.98,132.53,116.19,0.0,86.32,0.0,105.06,0.0,85.89,269.11,189.07,193.26,76.28,72.07,94.24,72.7,553.6,104.56,619.87,174.01,737.76,14.01,14.18,0.0,6.78,0.0,3.7,83.57,83.21,86.85,55.94,270.43,65.27,198.81,61.81,223.82,94.65,6.11,70.94,19.83,77.4,4.79,774.93,1.49,549.44,0.41,1264.49,1.69,24.86,61.69,33.88,116.37,354.44,136.35,214.47,108.54,272.78,183.0,46.95,137.52,44.04,107.24,28.23,170.36,242.81,220.96,457.23,19.11,266.93,2.88,250.8,3.97,5.28,3.56
PTHR12452,33.33,40.13,39.85,30.78,19.04,38.12,21.97,42.2,8.22,41.71,23.57,49.92,11.21,42.39,25.34,28.89,0.57,30.65,0.0,28.74,0.0,38.98,15.51,43.37,17.39,52.81,16.27,28.7,18.39,60.07,9.99,24.88,18.04,30.14,1.78,27.18,3.17,28.26,2.35,28.41,0.74,17.12,0.68,28.84,1.68,24.57,27.08,0.63,23.93,14.19,19.56,19.74,29.34,10.99,26.27,0.1,30.52,0.0,26.86,2.41,5.04,28.91,4.18,25.31,5.57,26.12,20.57,11.6,18.14,12.28,15.36,5.58,17.14,0.83,0.86,11.15,17.56,23.99,26.45,15.48,28.67,29.29,28.4,20.63,12.57,22.54,0.0,14.43,0.0,1.08,24.73,0.37,27.12,2.16,25.4,15.16,0.0,11.92,0.0,10.77,0.0,21.23,0.0,22.74,0.0,20.22,0.0,15.11,13.51,20.79,10.23,11.92,6.13,15.54,17.08,14.81,0.0,23.89,0.0,25.07,0.0,23.23,30.3,8.33,27.38,13.26,17.14,17.69,4.82,9.27,10.81,11.82,9.31,11.36,5.82,19.64,0.0,33.1,0.0,25.5,21.25,28.14,23.64,26.22,0.0,25.63,0.0,27.09,0.0,30.41,0.8,24.1,5.02,25.64,0.55,17.66,8.46,23.15,9.82,21.88,1.34,19.07,17.68,21.22,25.72,8.79,23.33,15.9,27.82,6.72,23.2,23.93,19.1,23.75,16.99,27.32,16.03,8.76,16.27,14.35,24.44,13.85,43.07,12.65,32.23,36.89,33.98
PTHR11735,49.35,47.49,45.97,40.26,24.42,49.59,17.88,58.87,10.89,39.02,13.66,50.59,7.06,35.63,17.45,62.99,0.0,55.27,1.91,32.65,0.0,41.82,11.76,42.29,9.93,24.52,7.33,45.21,14.23,44.78,8.8,44.36,15.71,53.88,5.98,37.91,5.85,42.97,6.71,36.77,0.87,25.65,0.14,31.58,1.02,30.06,17.39,0.72,26.56,5.93,22.47,7.19,31.4,3.04,29.72,0.0,28.28,0.0,31.4,1.18,9.39,8.23,9.52,6.72,11.68,6.84,21.72,23.12,7.48,25.4,16.99,9.79,19.91,2.9,0.0,17.02,29.27,13.21,14.72,10.97,24.21,22.03,22.01,8.25,2.58,14.44,0.0,10.52,0.0,0.87,14.81,0.9,15.73,0.0,15.58,7.78,0.0,8.88,0.0,8.05,4.38,17.59,0.0,15.13,2.78,18.56,0.7,12.53,11.1,18.33,7.74,6.39,2.33,20.57,13.5,10.06,0.0,10.86,0.0,17.64,0.0,18.68,21.46,22.7,12.18,21.32,9.72,21.42,1.28,26.18,7.67,21.01,3.83,23.16,2.32,11.76,0.0,18.67,0.0,16.77,21.88,20.32,24.63,15.49,0.0,15.41,0.0,21.24,0.0,25.25,3.59,23.47,10.46,22.58,2.18,22.43,1.69,31.89,3.46,21.48,1.69,21.65,19.64,23.02,31.95,22.84,25.43,32.68,35.02,28.77,23.14,11.56,22.19,11.88,26.79,13.31,34.75,20.48,34.58,31.04,10.12,42.26,4.7,29.9,8.7,16.29,16.4
PTHR21141,5298.94,7332.85,6859.83,5321.69,2904.45,5398.88,3360.34,6477.18,2622.65,8319.46,5916.83,8332.46,8928.57,9383.78,4465.28,8336.07,14791.36,8600.17,15429.79,8858.05,4832.98,6118.4,5014.02,6798.82,6386.35,5851.98,4444.86,7411.26,5183.75,6754.73,2945.3,8298.39,7521.38,7997.8,200.4,7395.69,302.95,7328.45,375.53,10356.05,100.52,8532.06,48.69,11352.99,183.74,3375.29,3840.72,99.31,3804.12,1185.91,3637.96,1000.52,5143.58,1362.74,5408.73,292.36,3893.46,236.14,4332.37,2009.61,1504.44,6762.18,1519.0,6957.75,1812.55,7449.64,3169.91,9445.94,2130.15,7327.15,3749.23,157.14,3483.16,30.03,2.48,3678.68,2761.22,1976.07,5183.13,1919.1,4232.26,1420.57,1254.37,914.48,10656.04,1204.91,180.51,819.24,69.49,136.28,8954.18,107.59,10411.83,109.04,9252.63,663.8,96.51,704.05,39.27,537.65,10.9,1813.38,80.76,2114.33,44.25,1841.87,33.81,1624.01,1623.72,1766.85,1551.31,1051.29,393.2,12240.82,12390.54,6397.78,9132.02,7402.91,8438.92,6808.82,9568.85,8512.0,12268.73,4340.16,21495.97,9273.98,7910.84,6450.55,2251.04,1961.4,3469.01,1542.05,4198.07,1448.11,5134.01,2431.24,1401.23,3286.65,0.0,2916.16,6389.22,7210.34,5982.88,10618.56,28430.52,9999.71,24293.67,10530.42,28430.95,8236.45,39.91,7731.64,215.2,8149.53,54.23,6912.76,1808.14,6916.46,1657.93,6708.41,1816.92,6644.91,7028.87,8044.24,9150.5,525.04,10867.39,372.6,8759.93,439.85,7193.43,2226.34,7758.92,1778.63,6624.88,1844.23,2637.54,1684.54,2311.65,1576.63,1631.78,2526.88,1327.03,664.74,1468.62,3215.03,3024.8
