Label,DC10_R1T6_1,DC10_R2T6_1,DC10_R3T6_1,DC12_R1T6_1,DC12_R1T6_2,DC12_R2T6_1,DC12_R2T6_2,DC12_R3T6_1,DC12_R3T6_2,DC13_R1T6_1,DC13_R1T6_3,DC13_R2T6_1,DC13_R2T6_3,DC13_R3T6_1,DC13_R3T6_3,DC14_R1T6_1,DC14_R1T6_4,DC14_R2T6_1,DC14_R2T6_4,DC14_R3T6_1,DC14_R3T6_4,DC15_R1T6_1,DC15_R1T6_5,DC15_R2T6_1,DC15_R2T6_5,DC15_R3T6_1,DC15_R3T6_5,DC16_R1T6_1,DC16_R1T6_6,DC16_R2T6_1,DC16_R2T6_6,DC16_R3T6_1,DC16_R3T6_6,DC17_R1T6_1,DC17_R1T6_7,DC17_R2T6_1,DC17_R2T6_7,DC17_R3T6_1,DC17_R3T6_7,DC18_R1T6_1,DC18_R1T6_8,DC18_R2T6_1,DC18_R2T6_8,DC18_R3T6_1,DC18_R3T6_8,DC20_R1T6_2,DC20_R2T6_2,DC20_R3T6_2,DC23_R1T6_2,DC23_R1T6_3,DC23_R2T6_2,DC23_R2T6_3,DC23_R3T6_2,DC23_R3T6_3,DC24_R1T6_2,DC24_R1T6_4,DC24_R2T6_2,DC24_R2T6_4,DC24_R3T6_2,DC24_R3T6_4,DC25_R1T6_2,DC25_R1T6_5,DC25_R2T6_2,DC25_R2T6_5,DC25_R3T6_2,DC25_R3T6_5,DC26_R1T6_2,DC26_R1T6_6,DC26_R2T6_2,DC26_R2T6_6,DC27_R1T6_2,DC27_R1T6_7,DC27_R2T6_2,DC27_R2T6_7,DC27_R3T6_2,DC27_R3T6_7,DC28_R1T6_2,DC28_R1T6_8,DC28_R2T6_2,DC28_R2T6_8,DC30_R1T6_3,DC30_R2T6_3,DC30_R3T6_3,DC34_R1T6_3,DC34_R1T6_4,DC34_R2T6_3,DC34_R2T6_4,DC34_R3T6_3,DC34_R3T6_4,DC35_R1T6_3,DC35_R1T6_5,DC35_R2T6_3,DC35_R2T6_5,DC35_R3T6_3,DC35_R3T6_5,DC36_R1T6_3,DC36_R1T6_6,DC36_R2T6_3,DC36_R2T6_6,DC36_R3T6_3,DC36_R3T6_6,DC37_R1T6_3,DC37_R1T6_7,DC37_R2T6_3,DC37_R2T6_7,DC37_R3T6_3,DC37_R3T6_7,DC38_R1T6_3,DC38_R1T6_8,DC38_R2T6_3,DC38_R2T6_8,DC38_R3T6_3,DC38_R3T6_8,DC40_R1T6_4,DC40_R2T6_4,DC40_R3T6_4,DC45_R1T6_4,DC45_R1T6_5,DC45_R2T6_4,DC45_R2T6_5,DC45_R3T6_4,DC45_R3T6_5,DC46_R1T6_4,DC46_R1T6_6,DC46_R2T6_4,DC46_R2T6_6,DC46_R3T6_4,DC46_R3T6_6,DC47_R1T6_4,DC47_R1T6_7,DC47_R2T6_4,DC47_R2T6_7,DC47_R3T6_4,DC47_R3T6_7,DC48_R1T6_4,DC48_R1T6_8,DC48_R2T6_4,DC48_R2T6_8,DC48_R3T6_4,DC48_R3T6_8,DC50_R1TWB_5,DC50_R2TWB_5,DC50_R3TWB_5,DC56_R1T6_5,DC56_R1T6_6,DC56_R2T6_5,DC56_R2T6_6,DC56_R3T6_5,DC56_R3T6_6,DC57_R1TWB_5,DC57_R1TWB_7,DC57_R2TWB_5,DC57_R2TWB_7,DC57_R3TWB_5,DC57_R3TWB_7,DC58_R1T6_5,DC58_R1T6_8,DC58_R2T6_5,DC58_R2T6_8,DC58_R3T6_5,DC58_R3T6_8,DC60_R1T6_6,DC60_R2T6_6,DC60_R3T6_6,DC67_R1T6_6,DC67_R1T6_7,DC67_R2T6_6,DC67_R2T6_7,DC67_R3T6_6,DC67_R3T6_7,DC68_R1T6_6,DC68_R1T6_8,DC68_R2T6_6,DC68_R2T6_8,DC68_R3T6_6,DC68_R3T6_8,DC70_R1TWB_7,DC70_R2T6_7,DC70_R3TWB_7,DC78_R1T6_7,DC78_R1T6_8,DC78_R2T6_7,DC78_R2T6_8,DC78_R3T6_7,DC78_R3T6_8,DN82_R3TX_8,DN86_R1TX_8
PTHR11451,267.89,283.3,300.85,219.66,81.86,217.48,97.19,247.55,129.89,251.74,114.34,279.35,98.8,266.17,127.39,276.24,146.74,274.71,170.62,147.82,34.52,312.08,98.64,331.0,96.96,230.59,69.65,243.6,160.36,263.1,119.17,242.93,158.15,243.54,58.38,240.57,101.51,275.54,102.97,162.93,16.66,147.63,6.8,177.26,22.16,64.22,61.88,5.54,95.49,90.38,64.98,129.11,112.76,97.67,129.93,70.24,154.48,70.97,119.31,64.63,63.53,109.65,65.08,102.97,74.47,131.74,302.08,268.04,130.06,212.98,83.18,121.49,79.85,47.53,5.84,257.78,131.16,109.02,83.47,176.53,279.6,150.3,138.13,137.92,53.28,142.59,0.0,153.08,2.39,36.26,192.93,18.97,178.13,23.29,176.4,102.7,21.82,96.14,33.04,94.21,30.16,174.5,32.36,163.91,47.84,164.08,36.04,123.86,76.74,127.8,126.8,101.55,9.27,84.25,75.38,58.92,17.21,178.87,19.02,231.74,16.11,182.5,92.89,244.58,74.46,233.37,93.42,283.27,40.66,196.25,36.63,164.22,42.62,167.73,31.76,132.14,33.79,176.82,0.0,162.33,140.99,153.22,148.48,205.94,66.53,189.18,63.81,207.18,52.35,197.51,83.73,122.11,141.28,129.11,66.1,202.56,65.4,241.2,75.18,170.13,45.06,244.45,203.53,224.67,376.99,190.67,410.12,174.48,398.58,212.06,321.89,119.92,328.93,92.41,403.07,106.3,278.17,152.77,268.78,242.25,114.78,261.47,168.82,237.73,104.97,233.19,214.52
PTHR11384,26.72,23.67,25.77,24.29,72.15,16.76,68.41,19.23,71.29,29.67,130.37,29.33,89.72,28.07,147.43,15.29,4.31,17.92,0.9,11.63,0.0,20.45,22.15,21.58,27.32,10.59,23.33,27.81,129.4,27.29,97.64,21.43,111.69,17.66,66.72,22.89,76.93,18.94,82.01,9.41,3.54,10.31,0.16,9.52,6.1,89.47,63.33,4.83,81.42,129.13,72.67,139.48,75.37,98.68,68.68,0.7,65.13,0.51,88.11,12.96,60.68,34.31,63.36,35.69,68.1,38.68,84.56,136.27,65.55,150.78,59.56,77.87,69.65,34.8,1.65,148.15,111.09,20.37,67.38,22.42,186.24,165.16,158.67,145.79,15.9,170.89,2.27,162.12,0.0,56.29,41.72,27.44,33.07,19.81,42.31,86.14,0.0,76.92,0.0,91.56,0.0,127.89,2.87,129.87,1.97,136.01,3.66,130.15,12.38,132.55,19.84,93.46,2.56,31.81,28.8,18.42,0.0,35.19,0.0,51.39,0.0,40.86,28.02,59.04,20.43,120.8,17.04,121.58,18.31,155.08,12.13,121.17,23.58,115.22,9.27,19.1,0.0,21.07,0.0,20.06,32.49,35.87,36.28,28.68,0.0,31.15,0.0,34.03,0.26,45.47,52.01,35.61,110.93,34.58,42.3,34.26,5.62,43.97,9.11,37.12,10.76,153.26,126.48,151.38,174.59,129.09,200.84,157.35,177.34,144.64,139.4,23.37,119.21,17.5,149.14,22.66,145.62,152.5,139.54,167.75,11.55,210.82,28.61,166.7,19.33,22.99,24.32
PTHR10516,292.68,284.22,256.44,274.6,217.87,290.44,194.14,320.76,107.7,314.65,949.22,355.32,691.83,336.89,1082.57,237.1,141.62,259.86,55.35,137.49,3.02,272.92,426.14,282.39,485.59,339.77,619.06,288.21,1678.86,341.72,1733.61,284.33,2385.35,238.65,415.65,315.24,645.41,305.83,644.94,131.6,83.34,115.63,26.25,147.94,157.65,292.67,307.32,26.68,296.01,599.18,288.25,796.02,272.31,502.94,332.28,6.39,295.68,3.21,334.9,140.69,172.85,678.17,208.5,686.19,199.2,646.86,393.04,2111.85,216.43,2323.58,223.57,662.35,233.48,334.14,76.57,1515.07,315.3,819.93,244.82,655.34,1304.26,1064.52,1002.53,1270.78,699.24,1077.69,25.24,1386.83,21.59,245.52,852.29,101.99,830.09,115.72,920.38,586.21,0.0,685.38,0.0,566.24,0.0,996.75,18.88,1010.18,25.77,949.39,25.11,1028.91,547.68,1079.9,840.44,804.94,86.3,857.52,986.84,815.99,0.7,734.45,3.13,769.45,0.86,623.66,949.41,973.62,948.5,2659.45,465.97,1746.03,398.57,1550.88,523.07,1934.03,630.46,1706.13,261.47,819.54,0.0,1168.32,0.0,1040.59,559.94,645.33,577.02,662.42,39.77,689.68,48.26,742.38,15.66,770.11,294.36,615.53,728.15,603.21,307.58,765.57,204.97,932.99,214.48,650.14,122.17,1538.42,2197.58,1755.62,1500.4,1148.79,1560.75,1107.51,1461.19,1257.9,1219.26,841.55,1301.19,581.71,1379.1,815.5,1313.36,913.17,1477.05,1173.58,877.08,1252.65,899.04,1223.26,765.64,958.22,1020.08
PTHR11455,65.28,67.75,71.71,70.3,43.94,72.47,32.82,72.49,27.42,70.68,215.37,71.29,154.83,70.46,241.22,84.05,23.07,74.29,15.12,43.5,2.11,70.1,75.54,68.13,78.96,46.09,65.19,69.82,146.68,59.32,90.53,60.76,167.58,65.32,48.77,64.74,89.95,74.89,111.47,56.97,10.16,51.46,2.97,52.42,17.46,57.61,46.54,6.37,49.81,166.65,42.0,198.22,38.18,89.81,59.91,0.67,70.86,2.02,53.58,9.93,33.28,76.5,33.62,74.94,40.18,99.44,83.85,214.43,41.36,233.71,43.29,133.21,52.46,60.36,2.41,130.75,50.1,84.43,45.48,71.31,189.35,262.75,225.92,99.01,14.29,211.97,1.75,180.07,0.0,58.02,107.06,19.37,103.97,11.88,101.99,140.57,3.12,133.56,0.0,136.86,2.01,218.2,3.81,215.78,11.88,213.35,4.75,191.7,61.61,237.17,79.44,143.26,8.4,30.4,18.82,13.19,0.4,111.25,1.89,173.42,0.0,123.67,34.3,74.75,22.38,181.29,37.56,272.24,18.51,237.15,14.98,175.2,15.93,201.01,13.61,103.26,0.92,103.07,0.0,93.9,100.6,108.93,102.23,101.91,4.43,100.95,8.48,109.8,3.86,112.85,102.18,93.79,225.01,88.06,85.34,243.51,48.99,219.63,46.9,188.09,43.7,229.43,216.28,250.28,254.76,192.02,255.83,178.16,264.87,206.35,198.78,97.85,191.18,64.51,209.72,97.73,134.59,175.26,141.81,176.53,89.19,176.01,78.52,191.26,83.87,98.42,87.94
PTHR11592,150.9,161.82,163.42,222.84,111.14,197.4,110.57,219.57,66.82,286.89,257.78,293.42,202.85,343.74,269.39,232.57,8.21,243.44,6.68,327.0,0.0,150.78,56.8,152.49,64.27,133.11,35.29,189.32,141.54,211.0,144.59,261.69,269.29,268.79,132.39,145.5,124.29,138.77,123.49,378.45,4.79,391.04,2.74,369.85,4.78,149.61,182.55,28.45,166.6,227.01,172.9,291.69,192.82,188.23,183.28,0.0,239.93,0.0,185.19,13.32,145.43,97.29,147.1,88.07,154.35,84.73,1372.81,299.74,201.34,198.73,145.36,268.12,132.27,74.4,0.0,236.76,187.27,59.0,153.65,62.2,356.65,280.7,281.95,341.26,46.89,372.84,4.1,432.74,0.0,198.47,111.17,64.92,115.77,78.07,105.94,186.13,0.0,227.52,0.0,169.88,0.0,241.04,12.73,219.76,0.0,231.44,7.09,158.61,25.02,233.14,56.57,126.55,4.26,70.86,104.23,89.47,0.0,123.58,0.0,348.39,0.0,150.31,53.98,104.11,61.71,403.14,34.91,239.61,13.43,267.21,25.04,218.83,40.9,385.5,20.11,61.32,0.0,106.25,0.0,79.38,96.38,106.2,86.87,87.22,0.89,87.63,0.0,94.91,1.14,115.85,147.71,99.73,400.69,106.51,126.98,465.59,24.83,475.22,24.26,434.4,15.27,321.56,227.72,324.15,421.28,415.25,414.44,385.34,442.44,426.22,210.21,62.73,276.89,52.99,370.06,70.03,205.01,175.64,257.98,313.34,61.55,217.17,43.58,412.21,69.7,60.28,61.24
PTHR11458,125.88,119.41,117.35,146.7,106.45,100.11,89.55,116.26,119.82,150.7,133.98,179.59,88.25,144.39,123.3,114.84,114.89,121.87,92.54,49.75,20.3,133.25,85.05,115.8,75.38,48.2,53.75,176.18,63.32,162.6,43.13,158.37,45.16,102.14,19.37,126.24,8.9,128.13,4.75,38.95,3.12,36.59,2.64,45.98,20.7,59.74,72.74,2.17,114.0,37.6,55.2,94.29,119.83,49.14,101.26,9.64,99.38,11.87,93.39,15.54,46.73,134.02,35.14,116.06,45.02,123.09,74.11,29.94,72.36,35.46,67.09,28.32,82.05,7.73,0.0,145.45,159.76,40.47,87.06,53.11,370.12,130.8,128.35,52.37,26.61,74.99,0.0,96.68,1.1,34.86,123.68,13.64,105.34,13.78,86.76,48.97,0.0,61.3,0.0,52.12,0.0,138.07,0.0,113.4,0.0,103.08,0.0,214.52,35.27,176.01,64.77,179.62,7.21,199.87,271.75,200.44,16.88,131.11,22.82,207.82,19.73,172.51,84.34,127.94,75.36,59.36,60.87,76.78,29.12,135.54,25.85,67.37,44.18,223.3,11.96,28.54,1.02,46.3,0.0,44.41,95.46,98.9,88.46,120.68,34.03,124.58,36.5,120.54,18.21,103.55,3.04,75.93,13.48,71.48,2.64,130.16,30.41,150.86,40.22,95.78,35.78,58.91,19.38,15.91,60.38,48.64,66.23,48.52,59.57,45.14,137.27,37.35,114.78,25.1,120.02,41.77,27.37,68.54,24.65,51.97,33.02,34.96,22.74,29.92,16.32,37.18,48.04
PTHR23073,624.5,718.27,715.58,842.85,425.64,896.25,474.59,842.81,596.39,787.64,389.34,763.71,339.51,756.9,434.43,658.38,158.24,684.93,180.85,594.41,51.37,610.54,185.8,696.3,199.56,1072.28,310.27,752.62,648.04,804.44,937.83,862.02,696.17,719.28,284.13,514.73,400.19,587.08,359.99,496.3,82.01,370.49,41.76,552.78,86.54,437.44,437.91,29.61,406.23,470.63,395.2,505.77,448.28,549.92,363.07,25.59,341.64,27.94,451.59,39.25,298.31,184.09,281.23,179.32,322.35,227.24,277.46,671.42,575.5,834.51,351.76,374.52,333.85,216.85,90.66,384.47,459.81,180.25,305.18,315.33,612.48,521.06,499.9,458.71,35.97,533.93,3.51,559.13,3.71,306.92,188.3,129.23,188.71,144.39,208.41,394.01,390.99,416.4,362.96,392.07,409.45,507.87,335.45,501.8,502.58,476.42,465.07,313.78,123.58,512.48,230.28,282.21,18.51,86.82,83.04,66.09,17.74,298.73,14.64,272.26,17.25,239.97,78.09,1554.68,62.98,684.4,161.2,629.89,48.55,502.15,61.82,485.58,50.45,483.83,25.29,156.0,14.39,203.79,0.0,166.47,231.9,245.56,249.15,203.36,266.42,206.37,298.07,217.49,229.69,249.93,363.18,223.6,775.54,212.39,322.32,191.9,210.51,215.55,236.19,173.22,286.81,492.05,867.11,687.63,656.76,699.24,726.59,758.32,643.81,720.53,606.57,185.52,596.6,124.74,695.03,192.13,447.8,371.89,491.08,554.22,213.55,637.35,511.07,762.8,218.4,198.54,177.98
PTHR10106,35.31,39.43,39.96,37.27,4.06,30.06,3.87,34.14,1.66,39.1,42.91,37.05,30.02,40.72,46.1,42.4,0.0,39.36,0.0,28.35,0.0,35.16,1.84,35.74,5.09,15.44,3.14,38.12,8.67,30.47,5.2,36.48,5.94,39.98,78.4,36.22,56.8,34.13,37.72,31.71,4.09,28.59,1.49,31.33,9.05,6.49,4.0,0.0,4.18,23.17,7.61,36.23,5.53,12.08,8.13,0.0,6.83,0.0,8.18,1.18,9.88,7.75,5.68,6.8,4.41,5.87,20.9,5.33,3.02,4.64,4.5,96.59,4.3,39.94,0.0,115.58,3.15,28.4,5.94,33.45,46.87,43.78,44.58,36.15,2.02,42.35,0.0,34.15,0.0,5.23,5.4,1.71,4.37,0.84,4.47,27.43,0.0,25.8,0.0,31.05,0.0,49.99,0.0,50.46,0.0,47.49,0.0,40.06,14.58,45.75,29.77,38.29,1.85,6.63,5.0,2.86,0.0,5.43,0.0,7.62,0.0,4.98,4.66,0.0,2.54,5.79,2.93,8.64,1.58,113.62,3.46,113.71,1.74,125.0,0.0,27.59,0.0,37.71,0.0,33.58,7.5,6.76,6.73,5.67,0.0,4.55,0.0,5.57,0.0,7.94,17.75,9.06,60.73,7.12,15.9,3.58,10.12,6.58,9.67,7.13,2.71,6.01,6.31,6.22,8.81,155.62,8.88,121.74,10.13,159.82,7.18,22.74,8.27,19.23,7.27,30.95,99.67,107.34,100.52,191.47,23.79,163.55,23.92,191.82,26.67,32.33,29.75
PTHR30544,62.63,70.02,72.4,53.34,23.46,68.48,22.69,71.61,19.06,34.43,59.59,43.9,46.3,35.42,80.46,75.45,17.07,72.33,4.62,21.56,0.34,88.38,31.72,97.88,30.01,29.17,20.16,35.52,45.89,50.6,25.33,33.01,39.66,65.26,21.09,50.16,24.69,65.28,28.0,39.99,6.02,42.56,5.38,31.77,20.33,33.16,24.85,0.62,22.58,49.11,25.58,55.73,33.06,55.18,31.31,0.56,25.76,0.29,36.09,8.35,20.64,41.33,25.93,36.9,23.49,44.55,42.37,59.02,24.14,70.78,23.97,29.14,25.13,13.63,0.0,48.97,44.25,83.25,25.25,81.79,65.92,82.6,79.32,56.79,18.95,78.9,0.96,60.55,0.0,14.04,47.7,8.35,46.17,8.21,45.06,40.99,0.0,39.72,0.0,32.96,0.0,65.35,0.0,63.02,0.0,65.23,2.91,93.13,53.76,78.23,65.36,69.18,12.15,30.35,29.28,16.84,0.28,41.09,0.0,64.5,0.0,49.13,33.5,38.26,27.75,48.95,20.24,60.26,13.91,58.79,13.83,50.2,26.36,65.34,15.98,97.69,0.0,122.98,0.0,114.29,66.68,69.27,64.09,53.0,1.56,49.67,1.58,58.63,0.0,58.57,11.54,51.5,29.24,54.44,7.05,59.84,28.51,64.92,29.79,49.9,20.89,64.5,54.43,57.08,84.07,48.46,78.12,46.61,88.81,56.04,72.21,79.83,57.32,55.99,49.61,70.95,53.01,59.3,59.92,58.27,71.92,64.02,72.1,52.91,71.74,125.4,112.69
PTHR24078,108.17,119.22,128.81,113.89,131.14,93.63,154.3,115.74,77.59,90.49,151.8,101.38,136.52,105.58,191.75,149.09,3.84,136.48,5.42,69.1,0.0,110.94,21.4,119.52,24.09,98.93,31.63,108.29,109.65,102.49,67.71,119.17,102.28,142.7,66.41,92.56,129.06,101.8,108.34,74.34,19.73,54.61,4.85,81.58,35.69,146.53,139.57,5.66,142.68,141.3,134.11,227.32,161.17,167.87,129.71,0.66,131.62,0.34,150.97,16.79,87.4,25.54,83.32,26.06,105.29,31.15,117.15,95.62,96.69,139.53,109.81,95.5,117.13,44.33,0.0,137.62,161.86,123.08,117.35,172.96,269.72,227.06,199.72,173.37,23.74,201.9,0.0,196.08,0.93,96.81,26.07,45.35,26.48,34.98,27.96,159.72,0.0,173.33,0.0,161.19,0.0,276.08,0.0,286.31,1.89,284.04,2.78,155.7,74.17,249.54,149.46,151.47,13.29,52.26,40.44,31.22,0.0,35.44,0.0,32.46,0.0,27.63,48.44,52.88,29.24,92.11,21.05,109.07,24.14,217.94,34.9,192.65,35.63,199.33,13.64,117.45,0.0,151.31,0.0,130.32,32.8,35.62,33.7,24.42,0.55,25.83,0.0,24.45,0.35,38.32,71.46,31.67,161.86,32.05,49.4,17.46,36.98,27.39,38.18,19.91,21.75,115.29,107.48,109.92,132.76,200.58,136.66,214.6,131.46,226.46,162.42,116.82,127.69,86.81,124.83,112.02,203.04,194.04,202.23,223.35,91.74,329.78,152.98,196.67,112.69,129.97,124.62
PTHR31057,12.48,14.15,13.46,14.51,14.99,14.51,13.0,15.49,6.22,12.92,24.53,15.77,17.1,12.81,23.38,8.77,0.0,9.3,3.76,8.37,0.0,10.15,16.01,11.19,19.61,24.94,25.04,13.81,29.01,13.99,26.7,11.59,28.35,12.44,9.99,12.54,20.38,12.68,24.25,7.17,0.0,4.45,0.0,6.45,1.26,15.78,17.0,0.48,11.69,17.13,9.61,24.8,11.43,16.24,14.81,0.0,15.6,0.0,19.68,5.76,10.7,17.9,8.4,17.32,9.2,24.78,32.4,21.15,9.3,40.81,11.84,26.23,9.09,12.0,0.0,30.38,10.54,3.78,11.88,7.98,34.79,28.06,24.94,30.38,14.79,28.38,2.32,25.82,0.0,6.87,23.94,4.98,22.83,6.85,23.86,25.65,0.0,24.49,0.0,19.13,0.0,41.48,0.0,39.83,0.0,35.19,0.0,22.84,3.95,29.36,3.17,18.55,0.46,8.89,8.82,5.62,0.0,29.01,0.0,16.67,0.0,25.92,27.35,19.62,14.21,20.86,6.95,29.64,4.47,41.43,6.22,28.65,6.61,35.39,3.25,2.62,0.0,4.52,0.0,3.17,22.37,23.39,24.57,25.17,0.0,25.52,0.0,23.0,0.0,22.74,1.16,21.2,6.79,19.06,3.1,14.17,3.01,17.12,1.35,13.73,0.0,28.97,34.05,31.75,44.18,42.54,36.25,32.54,39.78,54.09,29.38,3.16,29.15,3.39,27.93,3.99,36.62,22.96,39.6,48.18,4.46,57.83,7.72,50.06,0.0,5.34,3.66
PTHR31724,46.84,54.2,50.81,72.26,24.31,75.36,43.84,71.74,20.41,67.54,41.38,67.78,34.91,65.63,43.31,56.34,3.7,58.69,2.24,62.23,0.0,38.58,94.16,46.87,99.34,66.84,40.15,54.32,30.35,69.09,22.2,70.16,17.71,62.83,32.0,41.91,32.79,43.38,34.63,45.41,2.94,42.11,6.05,60.52,12.93,27.61,25.24,0.72,31.6,39.45,25.72,44.48,25.65,22.06,19.85,0.46,21.94,0.0,27.36,4.55,14.74,100.26,20.29,87.46,18.75,91.21,11.05,10.17,26.64,22.87,23.01,38.4,20.06,15.48,0.0,53.96,33.38,26.42,19.09,20.32,44.76,54.32,52.67,43.09,18.39,43.61,1.59,31.33,0.0,15.41,104.44,6.15,99.87,7.0,95.67,42.17,0.0,33.61,0.0,36.34,0.0,50.77,0.0,59.43,0.0,56.06,2.29,36.29,33.18,47.47,26.23,35.42,10.85,27.19,20.0,12.51,0.0,109.45,0.35,94.49,0.0,123.48,28.6,14.3,22.72,11.62,16.85,16.79,26.05,62.35,15.42,44.26,17.37,51.98,3.07,54.85,0.0,24.0,0.0,30.97,153.83,166.21,145.92,100.63,0.0,92.13,0.0,90.74,0.0,140.44,13.45,144.74,29.51,141.02,12.69,88.23,9.25,88.05,8.14,90.51,8.09,21.2,19.88,26.04,28.37,73.12,24.87,65.41,25.35,72.63,23.24,29.61,22.76,16.39,27.07,26.54,63.11,36.58,68.02,85.49,32.98,73.25,12.85,83.66,31.54,20.48,20.86
PTHR13923,55.03,62.55,55.81,56.13,38.49,67.23,47.33,73.12,35.41,51.78,42.16,54.0,40.1,51.79,42.22,61.56,0.3,63.31,0.39,54.94,0.0,52.89,62.13,52.73,57.58,61.45,99.09,56.67,175.01,64.54,252.75,61.4,164.61,71.41,13.42,38.59,30.68,45.81,11.19,52.73,2.83,36.12,1.21,56.85,7.5,37.81,41.29,3.01,30.73,49.15,28.67,51.94,36.99,49.78,36.53,0.0,45.07,0.0,42.18,0.2,19.23,53.18,24.31,54.22,34.97,66.18,24.93,121.96,30.14,360.45,36.12,15.86,33.05,3.03,0.0,50.6,42.04,24.58,34.14,46.4,68.53,58.15,55.85,41.55,6.64,53.8,0.49,58.25,0.0,22.68,69.75,8.11,63.39,7.59,67.66,43.28,0.0,41.52,0.0,41.87,5.51,67.71,0.0,64.38,0.0,63.96,0.0,24.57,19.56,63.11,53.0,28.24,1.14,7.5,8.68,8.32,0.0,91.38,0.0,74.68,0.0,73.67,7.8,86.37,3.2,127.75,0.98,215.91,1.58,66.67,5.18,35.79,5.36,44.22,0.52,30.75,0.0,39.89,0.0,35.12,80.14,80.41,83.76,63.42,0.51,65.99,4.25,71.45,0.65,87.31,12.19,68.25,46.0,62.05,22.06,61.22,12.11,61.93,12.02,55.73,7.16,112.61,224.01,152.65,136.31,42.16,164.92,27.99,141.11,31.46,125.84,26.25,145.78,18.89,122.03,28.63,57.08,27.64,49.41,49.36,25.12,85.97,51.66,65.38,23.72,32.65,28.9
PTHR11669,45.82,50.11,45.7,71.74,64.66,72.21,102.47,76.94,63.79,49.98,21.64,63.03,15.8,54.93,24.67,34.65,34.4,32.46,34.3,34.57,8.36,31.35,30.6,35.91,33.4,72.42,62.03,41.65,39.39,65.14,34.38,36.71,47.7,47.8,24.68,34.16,29.58,35.06,38.84,23.29,7.52,18.81,3.2,23.07,12.2,55.83,54.13,3.32,68.35,29.28,62.49,28.5,147.2,30.83,60.9,0.7,72.29,1.14,87.45,15.31,14.53,41.8,12.96,40.0,18.52,54.17,30.22,52.13,41.43,41.72,42.59,34.9,43.14,20.77,0.6,60.65,34.87,39.84,27.97,68.08,62.91,31.51,28.21,28.72,60.64,36.9,4.21,35.63,0.88,8.36,20.6,4.54,21.94,5.85,23.36,13.19,0.0,18.33,2.73,15.39,6.69,26.53,0.0,32.55,6.0,29.61,8.22,32.12,38.57,35.88,63.4,32.21,4.84,70.41,70.3,55.13,0.79,43.08,0.75,52.79,0.59,30.54,101.31,82.87,61.38,60.92,52.23,37.36,24.74,60.51,48.19,50.99,68.86,53.66,21.28,42.54,0.0,53.75,0.0,46.45,46.22,52.6,49.24,29.88,5.7,31.55,4.96,29.16,9.7,51.59,2.44,37.24,22.7,32.15,14.27,22.69,16.05,31.76,16.45,26.7,15.28,34.42,53.05,39.65,56.71,75.55,69.87,80.61,55.86,83.36,53.95,54.58,47.09,41.5,53.33,51.86,62.85,42.67,60.48,73.73,52.67,105.02,78.69,82.13,49.19,51.51,45.33
PTHR16092,7.69,8.05,7.79,12.5,19.26,11.91,16.09,14.06,8.45,18.06,41.81,14.47,32.86,18.62,49.63,11.41,0.0,14.98,0.0,12.05,0.0,3.9,45.28,5.12,48.09,8.88,44.83,16.16,33.38,11.96,16.84,16.58,41.46,17.43,15.11,8.15,28.89,6.35,28.94,9.59,1.34,7.01,0.52,9.82,1.15,24.24,24.71,1.67,26.2,38.44,19.87,40.94,24.57,24.11,20.13,0.0,17.97,0.0,28.07,0.0,8.12,48.05,8.42,43.75,12.78,39.46,24.9,36.56,22.34,32.08,17.57,34.29,20.76,15.47,0.0,48.45,22.21,5.4,15.98,9.77,59.87,56.12,49.97,33.3,1.23,50.24,0.0,36.66,0.0,13.73,37.6,4.67,35.56,5.36,40.9,36.24,0.0,37.91,0.0,36.34,0.0,56.82,48.39,53.9,59.11,51.36,36.06,44.93,5.88,54.16,14.55,37.51,0.0,1.08,1.26,1.72,0.0,40.68,0.0,46.46,0.0,37.71,2.89,0.0,1.45,46.11,0.0,35.11,0.0,40.9,2.12,47.25,1.78,55.47,1.58,5.54,0.0,8.56,0.0,6.35,78.87,74.03,70.68,32.47,0.0,36.14,0.0,35.61,0.0,69.6,5.09,94.88,18.67,88.66,6.72,26.41,2.38,40.98,3.21,42.78,1.38,42.55,34.36,37.03,52.11,58.07,49.76,50.85,52.46,61.41,55.17,9.23,45.27,7.12,54.66,10.03,52.23,38.91,51.85,54.83,7.58,52.29,16.94,63.44,6.72,11.67,13.02
