Label,DC10_R1T6_1,DC10_R2T6_1,DC10_R3T6_1,DC12_R1T6_1,DC12_R1T6_2,DC12_R2T6_1,DC12_R2T6_2,DC12_R3T6_1,DC12_R3T6_2,DC13_R1T6_1,DC13_R1T6_3,DC13_R2T6_1,DC13_R2T6_3,DC13_R3T6_1,DC13_R3T6_3,DC14_R1T6_1,DC14_R1T6_4,DC14_R2T6_1,DC14_R2T6_4,DC14_R3T6_1,DC14_R3T6_4,DC15_R1T6_1,DC15_R1T6_5,DC15_R2T6_1,DC15_R2T6_5,DC15_R3T6_1,DC15_R3T6_5,DC16_R1T6_1,DC16_R1T6_6,DC16_R2T6_1,DC16_R2T6_6,DC16_R3T6_1,DC16_R3T6_6,DC17_R1T6_1,DC17_R1T6_7,DC17_R2T6_1,DC17_R2T6_7,DC17_R3T6_1,DC17_R3T6_7,DC18_R1T6_1,DC18_R1T6_8,DC18_R2T6_1,DC18_R2T6_8,DC18_R3T6_1,DC18_R3T6_8,DC20_R1T6_2,DC20_R2T6_2,DC20_R3T6_2,DC23_R1T6_2,DC23_R1T6_3,DC23_R2T6_2,DC23_R2T6_3,DC23_R3T6_2,DC23_R3T6_3,DC24_R1T6_2,DC24_R1T6_4,DC24_R2T6_2,DC24_R2T6_4,DC24_R3T6_2,DC24_R3T6_4,DC25_R1T6_2,DC25_R1T6_5,DC25_R2T6_2,DC25_R2T6_5,DC25_R3T6_2,DC25_R3T6_5,DC26_R1T6_2,DC26_R1T6_6,DC26_R2T6_2,DC26_R2T6_6,DC27_R1T6_2,DC27_R1T6_7,DC27_R2T6_2,DC27_R2T6_7,DC27_R3T6_2,DC27_R3T6_7,DC28_R1T6_2,DC28_R1T6_8,DC28_R2T6_2,DC28_R2T6_8,DC30_R1T6_3,DC30_R2T6_3,DC30_R3T6_3,DC34_R1T6_3,DC34_R1T6_4,DC34_R2T6_3,DC34_R2T6_4,DC34_R3T6_3,DC34_R3T6_4,DC35_R1T6_3,DC35_R1T6_5,DC35_R2T6_3,DC35_R2T6_5,DC35_R3T6_3,DC35_R3T6_5,DC36_R1T6_3,DC36_R1T6_6,DC36_R2T6_3,DC36_R2T6_6,DC36_R3T6_3,DC36_R3T6_6,DC37_R1T6_3,DC37_R1T6_7,DC37_R2T6_3,DC37_R2T6_7,DC37_R3T6_3,DC37_R3T6_7,DC38_R1T6_3,DC38_R1T6_8,DC38_R2T6_3,DC38_R2T6_8,DC38_R3T6_3,DC38_R3T6_8,DC40_R1T6_4,DC40_R2T6_4,DC40_R3T6_4,DC45_R1T6_4,DC45_R1T6_5,DC45_R2T6_4,DC45_R2T6_5,DC45_R3T6_4,DC45_R3T6_5,DC46_R1T6_4,DC46_R1T6_6,DC46_R2T6_4,DC46_R2T6_6,DC46_R3T6_4,DC46_R3T6_6,DC47_R1T6_4,DC47_R1T6_7,DC47_R2T6_4,DC47_R2T6_7,DC47_R3T6_4,DC47_R3T6_7,DC48_R1T6_4,DC48_R1T6_8,DC48_R2T6_4,DC48_R2T6_8,DC48_R3T6_4,DC48_R3T6_8,DC50_R1TWB_5,DC50_R2TWB_5,DC50_R3TWB_5,DC56_R1T6_5,DC56_R1T6_6,DC56_R2T6_5,DC56_R2T6_6,DC56_R3T6_5,DC56_R3T6_6,DC57_R1TWB_5,DC57_R1TWB_7,DC57_R2TWB_5,DC57_R2TWB_7,DC57_R3TWB_5,DC57_R3TWB_7,DC58_R1T6_5,DC58_R1T6_8,DC58_R2T6_5,DC58_R2T6_8,DC58_R3T6_5,DC58_R3T6_8,DC60_R1T6_6,DC60_R2T6_6,DC60_R3T6_6,DC67_R1T6_6,DC67_R1T6_7,DC67_R2T6_6,DC67_R2T6_7,DC67_R3T6_6,DC67_R3T6_7,DC68_R1T6_6,DC68_R1T6_8,DC68_R2T6_6,DC68_R2T6_8,DC68_R3T6_6,DC68_R3T6_8,DC70_R1TWB_7,DC70_R2T6_7,DC70_R3TWB_7,DC78_R1T6_7,DC78_R1T6_8,DC78_R2T6_7,DC78_R2T6_8,DC78_R3T6_7,DC78_R3T6_8,DN82_R3TX_8,DN86_R1TX_8
PTHR10233,160.39,165.37,159.53,129.3,119.79,152.02,119.27,170.75,73.86,126.99,60.87,144.46,40.92,125.56,64.4,155.5,5.78,158.61,2.39,87.75,0.0,167.97,37.29,170.84,39.64,155.97,43.79,137.14,77.62,140.61,58.58,155.83,82.54,149.45,51.39,123.89,70.4,142.38,62.34,76.9,2.53,68.94,1.18,86.21,5.65,134.54,107.02,8.52,129.04,36.81,123.58,48.55,129.51,20.97,128.33,0.46,86.05,0.0,115.09,9.75,81.1,63.43,75.84,58.78,84.51,72.22,122.91,77.25,105.27,77.64,104.1,94.39,119.32,50.47,0.0,158.94,118.63,20.11,119.12,44.4,83.23,73.13,67.7,55.47,16.11,66.18,0.0,55.49,0.0,15.53,78.09,4.77,75.29,3.64,84.29,44.12,3.85,43.25,0.0,39.15,0.0,69.77,1.8,75.07,2.01,69.92,0.0,74.43,21.39,70.79,29.58,68.88,1.01,30.89,30.53,18.42,0.0,62.7,1.36,76.72,0.0,75.03,30.72,23.85,24.33,85.89,14.1,90.75,15.03,134.73,15.31,115.57,29.41,132.82,12.93,20.17,0.0,31.67,0.0,24.78,63.24,72.35,68.39,86.29,2.06,78.46,0.74,92.49,1.53,82.81,14.36,61.92,41.35,59.17,14.67,71.17,6.92,82.12,9.42,56.95,5.33,82.11,83.17,83.1,114.7,142.56,124.7,160.96,114.51,161.19,91.76,23.57,79.93,19.75,88.28,31.2,137.11,113.79,144.85,164.99,18.44,179.04,43.04,158.69,23.42,38.82,40.74
PTHR23147,41.72,43.34,46.17,35.15,176.46,37.85,243.2,43.13,149.91,27.23,45.42,39.08,39.74,30.45,53.61,41.19,45.96,35.01,11.19,15.7,0.0,44.56,4.39,41.23,7.33,47.75,5.62,30.78,42.7,39.54,18.11,36.45,72.6,31.97,37.81,34.66,53.21,45.91,46.69,24.79,4.57,31.69,1.84,17.83,7.54,158.33,169.4,7.84,214.21,38.86,200.91,44.32,228.11,23.49,221.03,1.85,180.89,3.14,192.25,57.2,125.69,1.26,117.77,2.44,149.54,2.73,97.68,46.98,128.12,170.99,190.78,55.39,214.08,30.36,0.0,154.28,247.79,49.28,174.03,36.65,76.21,60.58,51.79,47.7,243.65,47.82,12.4,37.01,4.18,12.42,5.86,4.72,6.71,0.71,8.79,26.2,0.0,31.5,0.0,29.62,0.0,64.13,0.0,76.78,0.0,69.17,0.0,57.47,40.23,61.08,52.51,50.58,4.95,271.13,316.94,244.31,0.0,11.32,0.87,9.89,0.0,12.41,362.29,44.13,339.57,93.93,176.54,147.53,187.45,140.94,174.22,142.49,237.53,164.22,124.36,43.27,0.0,48.66,0.0,52.9,9.0,9.8,8.81,7.25,0.99,4.94,0.0,6.47,0.0,12.2,23.27,6.51,62.93,8.9,16.22,9.3,14.7,14.08,14.19,6.57,1.63,55.67,72.1,49.26,103.68,101.67,73.75,80.38,122.82,129.42,117.04,45.57,100.32,32.91,75.76,31.5,138.96,116.69,137.91,118.0,34.31,171.09,50.74,135.3,39.81,52.36,42.17
PTHR13832,779.36,857.04,909.76,973.75,1524.85,896.23,1877.64,889.8,1007.48,1086.16,1182.05,1018.57,879.22,993.83,1329.22,960.04,89.71,1001.79,37.18,836.67,0.26,667.76,478.57,689.0,453.61,634.69,517.9,1145.59,667.27,908.01,411.46,1086.75,818.63,875.52,605.39,733.03,684.05,785.33,840.25,934.22,79.94,730.25,35.44,970.02,140.6,1232.21,1321.64,59.71,1286.24,1272.77,1158.22,1094.73,1375.26,639.5,1582.78,3.03,1542.56,4.33,1394.37,139.49,1029.74,444.1,805.02,452.09,1159.52,539.96,911.67,805.67,1095.02,1148.09,1706.23,821.02,1618.43,462.26,1.16,1467.54,1330.49,602.4,1484.18,533.09,1242.3,1494.85,1463.78,1213.01,296.74,1303.82,23.48,1058.56,7.49,301.85,478.1,138.13,449.54,145.04,488.44,880.33,13.85,757.51,0.0,794.95,2.48,1471.18,48.99,1429.86,51.24,1351.36,47.43,1282.53,408.13,1288.35,537.08,1105.54,50.75,497.32,411.96,336.05,0.16,510.43,0.8,486.59,0.19,525.05,559.88,332.34,446.99,717.23,368.74,1007.08,258.47,1218.67,278.21,1180.27,395.67,1011.79,165.38,703.85,0.9,601.78,0.0,631.41,491.28,481.02,503.59,475.83,4.16,485.19,4.09,463.6,1.98,522.86,286.05,486.62,617.89,479.23,212.76,547.43,143.23,483.38,154.68,559.51,112.24,1070.59,974.38,951.81,912.31,1054.86,798.71,959.47,926.08,1058.83,888.1,465.35,801.48,319.2,814.39,488.35,1136.92,1580.28,1318.65,1271.34,393.14,1323.15,278.38,1121.75,438.24,476.6,445.67
PTHR21506,21.16,23.5,23.03,33.13,20.98,36.15,21.03,35.84,10.57,23.21,5.5,28.64,4.44,23.41,5.09,17.09,2.81,19.69,2.89,19.92,0.25,13.31,10.76,16.55,10.72,37.44,9.45,23.09,20.73,27.85,17.92,27.41,21.11,23.72,8.24,15.73,16.69,19.21,14.54,10.65,1.41,6.57,1.09,12.27,2.56,25.72,23.44,0.03,20.33,8.51,21.06,7.14,26.29,13.08,24.17,0.22,15.54,0.0,22.92,0.94,11.96,6.28,12.61,9.92,17.0,9.02,14.1,29.0,15.38,36.6,17.06,23.61,12.82,8.71,0.0,20.7,16.17,15.37,14.4,11.95,14.12,6.28,5.55,3.9,15.9,7.29,0.0,5.07,0.0,2.26,13.05,0.83,14.4,0.41,11.22,5.13,0.0,4.44,0.0,3.88,0.0,9.24,0.0,11.75,1.96,9.35,1.58,5.41,8.02,8.9,18.02,7.22,1.06,16.93,15.51,20.07,0.0,15.4,0.0,15.69,0.0,13.84,14.52,12.46,13.49,19.95,6.2,23.51,14.18,31.87,9.15,21.0,16.49,26.22,2.94,19.98,0.0,18.11,0.0,18.66,22.15,23.28,21.3,10.44,1.13,12.73,1.53,11.18,0.72,21.94,3.71,17.12,8.95,22.08,3.43,11.51,4.91,13.86,3.59,10.66,3.01,28.45,21.35,19.45,33.42,35.98,31.75,40.52,35.57,44.63,36.21,13.68,31.59,10.08,53.17,14.71,34.04,19.01,34.19,41.3,11.05,45.55,18.97,37.23,11.2,18.06,14.47
PTHR12280,90.6,105.07,104.59,115.58,35.99,166.67,30.53,137.56,17.66,86.36,84.45,133.31,63.22,94.18,102.24,81.91,5.27,77.01,0.0,28.25,0.0,89.35,5.69,97.77,4.69,107.8,10.37,62.25,40.82,114.81,37.33,39.04,41.18,83.31,77.09,78.73,121.28,93.27,170.83,30.21,0.0,16.83,0.0,34.27,2.04,44.52,33.18,1.56,39.93,76.12,45.14,104.2,39.49,53.38,40.79,4.79,35.82,4.55,35.15,10.49,29.6,13.85,30.64,13.14,29.83,15.7,52.85,20.14,30.78,66.49,32.77,94.83,37.77,29.33,0.0,415.43,40.48,7.9,44.37,11.68,113.94,113.93,107.06,57.57,20.03,82.36,0.0,69.69,0.0,16.9,9.23,7.7,8.38,6.96,7.81,65.73,0.0,56.83,0.0,59.54,0.0,107.38,0.0,99.36,3.47,98.65,0.6,104.72,1.52,105.59,7.94,84.75,0.75,24.26,20.66,14.11,0.0,12.25,0.0,15.68,0.36,10.91,25.68,26.42,19.46,19.73,28.59,40.63,35.89,242.87,17.07,248.61,16.78,176.61,8.57,7.46,2.95,9.7,0.0,9.05,13.88,15.01,17.69,8.17,0.0,10.03,0.0,10.31,0.0,15.25,15.06,14.74,29.87,12.62,14.54,14.38,2.29,14.56,6.3,13.25,0.0,33.03,38.78,28.71,41.26,165.07,36.53,104.05,44.85,153.9,56.31,7.49,40.04,6.45,42.83,8.07,257.4,425.65,304.42,283.37,6.85,251.02,8.99,197.07,6.63,8.36,12.94
PTHR12281,73.52,87.98,90.51,98.56,49.33,86.85,53.7,87.93,26.63,104.96,71.08,89.71,53.01,107.13,74.58,97.39,7.58,100.4,1.91,80.08,0.0,74.96,26.59,82.28,35.09,149.1,42.86,127.72,24.76,83.75,20.64,126.81,17.34,81.51,33.69,67.94,57.24,73.32,72.01,68.75,8.73,44.94,2.55,83.98,13.44,57.09,41.01,6.56,58.5,75.05,55.03,79.75,67.28,54.68,45.8,0.19,51.68,0.45,46.42,9.64,33.43,33.15,36.37,30.4,41.21,35.17,55.2,23.31,36.66,30.44,40.07,59.6,47.33,29.13,0.0,127.06,63.68,61.8,44.19,52.34,72.46,82.3,91.38,91.15,25.34,85.94,3.87,97.63,0.0,16.9,29.35,8.7,29.5,6.54,26.72,54.11,0.0,50.93,0.0,53.53,0.0,73.01,2.55,89.03,0.0,82.65,1.9,75.52,42.76,78.2,47.58,60.61,7.01,41.49,38.1,26.22,0.15,38.41,0.0,41.65,0.0,41.79,43.22,16.48,36.0,21.4,26.49,31.44,19.03,124.71,24.26,123.81,32.91,138.36,15.49,66.49,0.0,78.22,0.0,72.06,39.71,47.5,42.38,30.78,0.0,31.71,0.0,28.92,0.51,41.0,15.81,42.44,52.78,43.07,15.74,35.6,15.61,41.63,19.3,39.92,11.9,23.75,25.3,26.96,45.81,98.22,42.89,92.83,48.22,98.48,39.77,59.43,38.99,38.17,42.05,49.92,113.19,101.99,123.16,109.48,61.35,123.65,81.01,115.26,54.26,65.05,56.14
PTHR12286,13.94,13.28,13.67,20.93,18.78,15.86,16.97,20.97,10.42,23.99,55.49,25.9,45.55,24.59,68.82,11.32,0.0,18.32,0.83,13.27,0.0,13.73,10.1,11.76,16.31,29.56,15.57,17.61,17.27,20.06,19.87,21.22,24.18,19.97,19.97,14.17,23.24,15.87,29.52,11.17,10.23,9.75,1.13,14.01,15.68,24.5,20.69,2.09,21.17,36.53,24.38,43.05,31.63,26.83,28.79,0.0,32.43,0.0,22.44,1.89,21.36,24.04,23.74,22.69,23.68,21.07,141.0,18.29,26.81,28.12,18.88,26.41,32.81,12.5,0.0,34.32,43.54,52.45,19.44,39.86,46.78,68.94,65.58,59.94,4.69,73.23,0.0,71.02,0.0,14.02,25.32,5.56,22.47,5.31,20.03,31.6,0.0,34.65,0.0,35.99,0.0,41.61,0.0,39.21,0.0,41.11,0.0,51.11,40.82,52.82,45.97,29.68,3.67,7.62,6.51,5.13,0.0,15.92,0.0,38.73,0.0,23.62,7.75,8.0,6.09,24.66,5.18,32.01,4.67,31.79,3.29,26.85,4.91,30.93,3.3,48.33,0.0,58.76,0.0,51.72,25.65,27.38,26.28,18.77,0.0,15.44,0.0,18.38,0.0,31.45,7.82,29.29,31.73,32.97,7.18,82.66,10.44,72.09,14.19,65.85,5.52,25.77,29.13,18.22,55.9,42.29,57.29,35.66,50.09,43.57,57.74,33.72,43.28,27.42,57.09,39.92,43.13,28.09,37.77,52.54,34.09,63.29,45.73,58.0,41.23,52.14,51.57
PTHR23253,5.02,5.05,4.71,7.64,262.4,6.99,301.75,9.46,172.69,6.7,167.63,9.72,151.66,7.32,189.44,7.28,12.83,7.7,2.19,3.84,0.0,3.57,64.69,3.62,68.46,13.64,66.7,6.46,122.52,7.2,93.68,7.72,99.32,7.51,71.18,6.75,49.49,6.49,57.67,2.71,10.42,1.34,3.64,3.31,18.95,215.69,223.0,11.53,260.89,168.3,157.78,167.1,270.12,154.04,245.22,0.68,241.12,0.07,259.17,18.51,152.75,45.79,113.71,43.29,161.59,79.2,148.25,140.18,178.04,203.36,273.73,41.22,250.53,18.57,0.0,156.1,263.2,83.92,311.04,103.11,286.2,227.89,206.15,182.22,41.25,241.74,4.0,277.03,1.95,34.68,133.68,22.67,130.61,9.55,133.54,166.39,0.0,163.9,0.0,145.99,0.0,242.76,7.52,228.43,15.04,246.19,5.38,178.46,70.07,225.24,92.0,127.55,5.37,59.99,50.3,49.01,0.0,119.37,0.0,135.75,0.0,142.19,83.21,58.7,59.92,100.62,61.37,163.07,29.16,151.97,38.11,144.69,44.27,144.92,26.92,109.37,0.0,114.91,0.0,108.58,98.56,105.72,108.32,133.85,0.0,134.78,0.0,152.87,0.0,123.11,18.87,67.54,20.05,71.99,21.75,169.92,37.66,177.97,35.13,98.72,24.19,141.6,129.32,178.22,184.65,52.14,214.27,73.21,214.43,61.3,190.76,93.49,161.31,69.96,117.43,80.79,116.72,123.56,125.85,109.49,74.17,133.09,77.57,88.15,88.42,117.05,113.53
PTHR21139,110.86,95.06,94.87,73.5,643.95,77.86,664.85,68.49,338.04,119.57,13.99,109.83,29.17,87.26,9.4,43.19,4.11,46.97,1.55,27.57,0.0,105.17,89.29,89.08,95.23,452.55,116.63,81.01,117.97,107.13,97.87,80.16,141.86,48.65,43.82,109.63,16.39,101.05,29.36,19.3,15.1,23.96,3.86,19.87,31.32,815.48,890.78,5.03,790.85,24.47,567.95,12.68,695.48,37.02,1038.28,0.0,986.16,0.0,641.3,1.38,334.58,126.97,236.93,121.87,347.6,129.52,677.46,131.27,362.2,138.11,700.12,30.96,992.57,5.53,2.78,206.3,732.05,88.88,885.33,101.39,226.84,17.62,16.5,121.61,20.81,67.83,0.0,146.02,0.0,17.63,165.12,8.07,169.5,9.34,175.37,48.71,0.0,37.1,0.0,31.53,0.0,117.2,14.71,131.96,21.8,80.78,17.55,66.43,96.91,60.5,108.09,124.88,11.84,18.73,19.53,25.48,0.0,125.84,0.27,123.25,0.0,126.49,21.18,47.34,22.54,118.9,10.7,98.83,0.63,118.29,14.05,164.47,9.22,198.17,4.9,88.14,0.0,129.55,0.0,101.21,124.1,129.3,111.24,130.99,0.0,137.13,0.0,164.77,0.0,165.64,2.35,138.43,7.92,140.62,4.09,160.07,26.01,177.9,25.17,137.53,15.25,106.55,134.87,129.39,116.37,86.2,146.1,54.7,114.29,67.83,77.4,94.24,81.71,71.99,71.9,96.2,104.85,106.47,116.13,194.78,96.76,163.74,100.12,98.21,86.33,106.97,102.0
PTHR21136,115.91,132.77,138.08,185.38,182.53,210.78,262.89,202.37,213.25,148.18,210.68,143.27,158.53,154.28,233.64,180.82,9.13,187.08,10.19,182.7,0.0,115.39,116.66,143.55,116.56,123.5,74.61,158.41,204.01,164.94,211.57,196.46,351.88,192.31,344.78,96.74,198.59,102.89,194.86,161.22,12.88,160.02,4.71,178.26,21.05,192.61,152.13,40.87,270.21,325.11,210.22,427.29,260.23,213.02,147.71,0.68,143.08,0.0,191.75,14.72,216.36,230.81,187.27,214.46,222.54,169.74,138.83,324.08,199.78,444.47,223.0,158.82,190.03,73.93,0.49,206.21,273.02,96.0,184.04,108.87,359.67,258.45,233.73,205.2,39.41,268.48,1.42,247.12,0.0,63.19,141.55,33.89,134.01,38.77,142.18,178.37,0.0,183.34,0.0,164.05,0.0,267.51,30.57,292.91,55.35,251.19,45.06,217.74,74.86,277.23,104.35,240.29,8.64,58.96,44.33,30.5,0.0,141.71,0.0,126.64,0.0,154.34,59.91,92.71,49.33,350.82,34.41,377.23,21.64,206.64,40.36,227.1,47.83,240.07,20.8,104.31,0.0,95.98,0.0,98.94,160.25,179.26,164.15,166.38,3.01,143.44,0.88,151.38,0.47,179.27,201.17,175.69,411.39,179.7,150.93,146.44,32.66,142.97,46.97,157.35,26.83,317.8,322.87,333.35,388.06,334.18,387.05,371.28,402.94,346.21,411.17,84.14,342.87,55.95,419.88,85.18,270.37,379.53,274.81,349.96,64.74,366.27,122.59,347.59,79.4,88.62,91.67
PTHR32338,45.21,37.56,36.11,27.05,45.66,26.09,35.97,37.52,18.1,27.51,47.77,35.57,29.91,32.8,52.11,23.98,5.26,25.72,1.74,43.11,0.0,30.21,44.8,27.42,45.06,71.21,20.94,28.95,53.48,39.24,37.59,28.21,71.57,28.71,23.66,35.6,6.33,36.55,7.86,49.1,8.21,57.81,1.69,48.81,10.62,40.62,36.83,0.19,48.53,24.21,42.86,43.3,50.49,16.29,46.92,0.0,82.67,0.25,47.11,1.98,16.24,91.07,9.98,91.71,14.32,109.36,43.91,55.71,30.46,52.72,31.23,31.09,38.47,12.39,0.0,32.38,48.45,41.96,36.81,32.86,127.15,71.43,66.01,62.38,14.12,34.0,1.09,72.25,0.98,37.62,85.74,12.43,83.54,8.18,76.27,45.05,0.0,32.79,0.0,32.02,0.0,78.73,16.22,94.39,40.04,66.23,16.77,105.16,22.78,71.51,28.08,77.29,3.85,32.45,33.66,27.78,0.4,72.72,0.31,122.6,0.0,98.68,26.62,22.44,44.09,92.95,11.71,91.89,7.73,70.56,13.82,179.1,22.94,270.6,2.6,41.75,0.0,63.47,0.0,41.84,71.73,69.97,68.6,97.42,5.91,91.32,4.79,97.72,8.22,71.49,7.92,53.93,10.36,55.95,3.53,105.78,16.27,115.28,18.7,102.82,21.87,64.23,67.23,70.51,59.48,57.61,68.6,68.01,64.74,64.83,51.28,40.27,46.03,33.76,56.3,39.56,17.77,44.47,24.14,54.12,33.75,20.77,29.04,47.65,28.25,48.24,42.38
PTHR30573,29.17,33.18,36.17,24.77,38.47,26.1,30.17,29.54,22.23,17.2,13.16,18.09,9.1,12.99,15.76,52.69,2.13,47.54,2.27,15.74,0.0,45.03,15.34,40.51,18.08,13.61,18.82,27.06,18.56,21.93,22.3,22.2,7.36,35.3,5.37,17.07,9.33,26.26,8.47,26.99,7.33,15.74,2.18,17.37,9.4,35.94,26.2,1.82,41.29,17.88,36.54,17.38,56.22,28.5,37.31,0.68,33.4,0.41,43.49,1.53,23.52,22.37,22.93,23.92,31.08,22.26,33.54,11.75,24.55,9.85,28.72,8.26,29.94,3.31,0.0,11.86,38.05,34.33,31.98,35.57,30.28,16.15,15.29,10.29,3.9,15.81,0.0,14.42,0.0,4.6,28.98,1.32,27.32,0.0,29.45,5.28,2.8,12.93,1.47,7.25,1.81,21.55,0.0,24.87,0.0,18.6,0.0,16.28,24.33,21.22,29.42,16.06,2.53,5.4,4.21,3.89,0.17,31.41,0.0,54.06,0.0,37.84,8.75,3.53,6.39,2.48,10.12,6.91,1.83,23.25,2.34,20.9,3.65,19.97,2.76,43.52,0.0,52.66,0.0,41.66,23.9,27.15,25.87,27.4,0.0,28.24,0.0,31.24,0.0,25.7,10.97,19.05,19.2,24.09,5.89,69.0,16.15,46.26,15.42,54.01,7.62,12.84,7.3,8.37,24.98,8.65,23.64,13.38,27.29,12.59,18.76,47.77,23.04,31.65,22.38,41.84,11.03,19.36,10.47,11.24,38.34,19.68,27.41,13.28,39.02,36.08,30.36
PTHR12526,487.28,543.87,551.2,633.92,1748.89,547.08,1765.5,527.72,1096.56,716.38,685.67,599.57,542.99,630.1,797.5,569.38,101.27,619.14,48.08,555.53,6.12,520.42,297.08,490.64,289.83,430.02,336.52,682.42,847.19,596.38,748.43,605.38,1531.89,589.88,505.04,457.36,367.15,463.63,390.26,473.89,44.79,461.43,14.84,474.46,69.74,1938.09,1197.99,65.38,1858.0,558.5,1923.01,874.91,1883.47,407.5,1612.65,5.07,1714.68,5.72,1541.82,118.34,1138.55,351.16,1049.12,345.57,1257.26,375.19,1090.67,1050.87,1079.35,1337.63,1464.74,624.57,1694.33,298.96,32.7,503.93,1722.71,301.34,1303.47,351.2,789.2,918.23,885.2,680.29,161.77,760.45,7.21,659.13,2.38,238.38,329.64,109.22,292.54,101.78,303.13,546.34,17.27,607.7,10.51,528.56,17.36,883.21,43.86,809.09,41.09,842.63,29.01,706.35,190.56,815.28,288.57,601.32,17.39,374.98,316.33,282.21,3.67,358.15,5.06,512.83,3.7,377.82,306.9,478.07,233.66,1264.57,291.69,1354.37,156.53,1074.18,130.33,925.23,183.16,1348.2,141.83,315.47,2.72,382.31,0.0,329.27,379.08,364.93,403.17,279.0,11.27,308.6,9.83,307.36,9.8,405.92,343.91,414.63,644.01,378.81,229.31,625.07,101.91,503.08,102.93,513.69,85.44,1412.12,1227.07,1063.19,1566.37,1199.53,1450.91,1158.13,1519.04,1304.45,1399.73,277.13,1504.36,216.22,1336.53,261.86,670.88,627.14,716.01,1074.23,224.96,913.45,237.35,1200.4,224.45,297.19,276.48
PTHR22981,30.27,30.01,30.73,37.38,306.64,30.25,321.28,38.88,177.21,36.43,511.49,29.09,366.25,33.41,585.2,29.55,11.76,33.14,3.25,35.81,0.0,22.65,43.34,23.84,50.52,40.17,98.81,36.96,287.26,33.81,237.68,43.31,330.91,35.64,52.03,25.13,95.07,26.39,97.72,32.85,5.02,30.68,1.96,34.17,6.79,272.49,368.95,12.99,257.98,213.83,269.47,292.33,293.02,65.12,394.6,0.57,427.88,0.34,317.45,7.69,245.09,79.41,179.93,70.02,228.68,74.09,201.31,335.3,214.28,520.51,344.39,147.91,317.99,92.93,0.0,120.32,236.3,55.47,301.45,62.98,225.78,599.94,605.82,354.19,50.11,397.32,3.61,337.37,0.7,43.48,55.99,20.8,54.76,22.89,52.11,245.56,0.0,197.96,0.0,230.71,2.53,396.11,2.41,401.55,2.02,427.38,15.97,338.17,37.63,474.32,46.51,232.21,3.24,59.12,67.85,53.65,0.0,51.31,0.1,61.61,0.0,45.34,58.79,134.81,48.32,274.08,34.39,228.55,29.03,161.83,29.91,147.84,37.72,121.4,12.82,61.55,0.0,93.0,0.0,83.11,38.58,41.92,38.72,45.96,0.46,54.2,0.62,47.97,1.18,57.25,138.9,47.17,321.21,40.59,109.13,43.42,12.35,60.51,15.83,47.38,4.37,477.0,350.61,469.52,189.67,156.55,168.71,185.92,198.38,185.18,179.15,51.25,163.39,33.61,224.71,50.36,259.61,105.76,229.22,126.01,39.32,150.27,51.23,182.89,43.25,60.53,47.35
PTHR10947,72.37,76.81,86.92,58.56,79.19,68.87,64.8,76.85,50.18,44.26,27.37,58.37,30.47,46.22,30.44,90.1,15.29,83.99,18.62,30.09,1.31,85.32,11.03,83.97,15.72,65.38,21.82,62.43,48.17,65.59,40.63,58.91,53.94,75.86,22.27,51.31,36.46,68.59,34.86,37.66,3.34,28.04,0.65,25.94,6.02,85.95,70.64,0.81,95.75,17.43,89.97,17.8,83.87,16.93,80.39,3.38,57.12,6.72,92.36,9.01,58.98,17.1,48.52,15.02,68.38,17.94,70.65,70.39,55.96,57.87,77.88,41.73,84.71,12.67,0.0,93.6,75.98,17.51,80.77,28.06,62.42,35.52,33.49,50.42,6.55,40.07,0.0,47.57,0.96,2.93,21.91,0.81,20.11,3.19,20.5,31.63,0.0,30.23,0.0,24.58,0.0,45.08,1.39,45.64,4.93,44.66,1.99,31.77,13.52,30.5,27.92,26.85,2.37,12.63,12.4,7.48,0.0,17.0,0.6,15.9,0.24,14.6,21.4,57.05,15.11,77.23,21.24,72.67,10.26,58.3,7.85,52.99,9.75,59.63,7.03,20.71,0.0,30.04,0.0,26.31,22.09,22.17,19.1,17.57,2.41,17.53,1.95,19.41,1.84,22.54,5.65,17.92,26.01,16.31,14.08,15.72,10.34,21.84,7.3,13.03,3.7,63.99,69.47,66.6,91.17,76.19,105.9,84.72,94.93,72.21,76.13,24.74,71.4,17.6,73.64,24.14,115.91,57.16,109.98,90.9,21.53,86.77,32.88,89.92,21.09,47.17,37.69
